sentence,label,GPT3_response
"Now she had obligations , a mother who , despite what she said , needed her , and now a child to take care of .
",NNS, The number of the object of the sentence is singular.
"Fifty thousand dollars . ""
",NNS," The number of the object of the sentence ""Fifty thousand dollars"" is singular"
"Make sure some of you feed balls to Joan . ""
",NNS," The number of the object of the sentence ""Make sure some of you feed balls"
"He set the spoon down and turned with a touch of panic .
",NN," The number of the object of the sentence ""He set the spoon down and turned"
"At Dad 's insistence I 've been seeing a shrink monthly ever since .
",NN, The number of the object of the sentence is singular.
"Roach stopped pacing for a moment and in the silence I realised that his footsteps had been a constant beat like a metronome .
",NN," The number of the object of the sentence ""Roach stopped pacing for a moment"
"They need the packs with them .
",NNS," The number of the object of the sentence ""They need the packs with them"""
"He 'd dated models , actresses and even a chanteuse or two .
",NNS," The number of the object of the sentence ""He 'd dated models , actresses"
"I sought the advice of the Monsignor .
",NN," The number of the object of the sentence ""I sought the advice of the Mons"
"Dagan had his suspicions on how the man was capable of such things , but if anyone knew , no one said .
",NNS, The number of the object of the sentence is singular.
"He already had a banana protruding from his coat pocket .
",NN," The number of the object of the sentence ""He already had a banana protruding"
"His expression turned sly .
",NNS," The number of the object of the sentence ""His expression turned sly."" is singular"
"Pete was fighting the most powerful canine on earth .
",NN," The number of the object of the sentence ""Pete was fighting the most powerful"
""" The McCabe warriors have a reputation for being fair .
",NN," The number of the object of the sentence ""The McCabe warriors have a reputation for"
""" I have your peace offering . ""
",NN," The number of the object of the sentence ""I have your peace offering"" is"
"Thomas , and one or two others , nodded greetings , but the rest either ignored me or scowled pointedly before turning away .
",NNS, The number of the object of the sentence is plural.
"I can feel my father cringing in embarrassment .
",NN," The number of the object of the sentence ""I can feel my father cringing"
"That would barely fit a quarter of us .
",NN," The number of the object of the sentence ""That would barely fit a quarter of"
""" You had very good advice .
",NN," The number of the object of the sentence ""You had very good advice."" is"
"No one saw nothin ' ? ""
",NN," The number of the object of the sentence ""No one saw nothin ' """
"Colby took the receiver .
",NN," The number of the object of the sentence ""Colby took the receiver."" is"
"I didn 't mean no harm .
",NN," The number of the object of the sentence ""I didn't mean no harm."""
"Mike rubbed his temples .
",NNS," The number of the object of the sentence ""Mike rubbed his temples"" is singular"
"I didn 't want excuses .
",NNS," The number of the object of the sentence ""I didn't want excuses."" is"
"He does not take slaves .
",NNS," The number of the object of the sentence ""He does not take slaves"" is"
"She heard the crop clatter on the floor just before his large hands cupped her hips .
",NN, The number of the object of the sentence is singular.
"We were soon leaving the pier and our tail far behind .
",NN," The number of the object of the sentence ""We were soon leaving the pier and"
"In life the wearer of that skull must have presented an alien and monstrous aspect .
",NN," The number of the object of the sentence ""In life the wearer of that skull"
"The very thing the people of the New World feared most was happening several centuries later ; the rule by despotic few was coming of age .
",NNS, The number of the object of the sentence is singular.
""" But the kidnappers , he found the kidnappers in Marin County when no one else could - . ""
",NNS, The number of the object of the sentence is singular.
"The producers cut Arthur 's speech and had the cameras cut away to Elton John .
",NN," The number of the object of the sentence ""The producers cut Arthur 's speech"
"The first round is easy , we just add our scores .
",NNS," The number of the object of the sentence ""The first round is easy , we"
"Vendors sold their wares out of baskets and wooden carts ; there was food , clothing , piles of kitchen items , and used goods .
",NNS, The number of the object of the sentence is plural.
"I felt his body stiffen in response to it happening .
",NN," The number of the object of the sentence ""I felt his body stiffen in"
"I sat up a little straighter and met her eyes .
",NN," The number of the object of the sentence ""I sat up a little straighter"
"Laughing , delighting in the sensation of being purely clean , knowing they had left the dust storms back behind them .
",NNS, The number of the object of the sentence is plural.
"I had my suspicions already .
",NNS," The number of the object of the sentence ""I had my suspicions already"" is"
"Lily brought Mary Ellen a wet cloth so she could wash her tear stained face .
",NN, The number of the object of the sentence is singular.
"They locked the device from the back .
",NN," The number of the object of the sentence ""They locked the device from the back"
"She stood mere inches from him .
",NNS," The number of the object of the sentence ""She stood mere inches from him"""
"Amanda stayed motionless as she relaxed in the sun .
",NNS," The number of the object of the sentence ""Amanda stayed motionless as she"
"' Why do I get the impression I should eat this quickly , before I lose my appetite again ? '
",NN," The number of the object of the sentence ""' Why do I get the impression I"
"His chest felt constricted and his forehead slick with sweat , and neither had anything to do with his strike on The Dominion .
",NN, singular
"They won the tournament and had a good time .
",NN," The number of the object of the sentence ""They won the tournament and had a"
"We 'll need samples .
",NNS," The number of the object of the sentence ""We 'll need samples .
"
"You always had such a passion for food . ""
",NN," The number of the object of the sentence ""You always had such a passion for"
"He would spend the rest of the morning digging the trench for it .
",NN," The number of the object of the sentence ""He would spend the rest of the"
"American gangsters stole the design . ""
",NN," The number of the object of the sentence ""American gangsters stole the design."""
"Barry and I told everyone goodbye and started to make our way to the hall , past the wall of windows that looked down to the street .
",NN, The number of the object of the sentence is singular.
"Nova I follow Tristan 's directions to a small bar on a corner a few miles away .
",NNS, The number of the object of the sentence is singular.
"In fact , I was against going back into town at all , I felt an unexplainable paranoia about it .
",NN, The number of the object of the sentence is singular.
"Most of the scorpions in the Overland just gave you a terrible sting , but some had poison toxic enough to kill a human .
",NN," The number of the object of the sentence ""Most of the scorpions in the"
"That will throw off several meetings that are all tightly scheduled for the day and could cause several international issues . ""
",NNS, The number of the object of the sentence is singular.
"He was making a weak spectacle of himself before a cold and unimpressed machine that could only stare at him silently .
",NN, The number of the object of the sentence is singular.
"Instead , I heard the springs of the bed being forced down and then the strangled cry of my father as a hand enclosed his neck .
",NNS, The number of the object of the sentence is singular.
"Up there he could survey his surroundings .
",NNS," The number of the object of the sentence ""Up there he could survey his surroundings"
"But only if I took the proverbial bull by the horns .
",NN," The number of the object of the sentence ""But only if I took the proverbial"
"He saw the words flow through the man 's mouth and down into his chest , like a breath of air full of letters .
",NN, The number of the object of the sentence is singular.
""" To a man like Redding , ' attention to detail ' probably means some pretty explicit descriptions of violence . ""
",NNS, The number of the object of the sentence is singular.
"Her husband stirred , a slight rippling of muscles , a suggestion of danger .
",NN," The number of the object of the sentence ""Her husband stirred , a slight r"
"She directed the stallion over to Devlin , her eyes dark with conflict .
",NN, The number of the object of the sentence is singular.
"He raised the tea towel and I braced .
",NN," The number of the object of the sentence ""He raised the tea towel and I"
"As she tied her shoes , guilt tied knots in her chest .
",NNS, The number of the object of the sentence is singular.
"Walter stood two inches in front of me , so close my nose was nearly pressed against his chest .
",NNS, The number of the object of the sentence is singular.
""" I have a visitor ? ""
",NN," The number of the object of the sentence ""I have a visitor"" is singular"
"I grabbed her butt and pushed her onto me , so that the length of my erection was going deeper and deeper into her .
",NN, The number of the object of the sentence is singular.
""" Trace hit three ducks , Mommy . ""
",NNS," The number of the object of the sentence ""Trace hit three ducks, Mom"
"Nicky made air quotes with his fingers .
",NNS," The number of the object of the sentence ""Nicky made air quotes with his"
"After making only one wrong turn , I found the food processing plant .
",NN," The number of the object of the sentence ""After making only one wrong turn ,"
"Hundreds of fires dotted the hills all about him like stars that had fallen from the sky .
",NNS, The number of the object of the sentence is plural.
"His hand reached out for Terri 's arm , they took a united bound toward the wall ... and were gone .
",NN, The number of the object of the sentence is singular.
"Sloane gave her a sarcastic glare .
",NN," The number of the object of the sentence ""Sloane gave her a sarcastic"
"Ali carefully studied his credentials , "" She 's upstairs in my room .
",NNS," The number of the object of the sentence ""Ali carefully studied his credentials,"" She"
"Taking a deep breath , I tightened my light wrap around me before striding out of the room .
",NN, The number of the object of the sentence is singular.
"He swallowed the last morsel in his mouth and spoke .
",NN," The number of the object of the sentence ""He swallowed the last morsel in"
"She dropped her pizza back on her plate , frustration chasing away her first sign of hunger in days .
",NN," The number of the object of the sentence ""She dropped her pizza back on her"
"My arm felt super limp , but I tried to help him by paddling as well .
",NNS, The number of the object of the sentence is singular.
"I rubbed the drops from my brow and suddenly realised I was not alone .
",NNS," The number of the object of the sentence ""I rubbed the drops from my brow"
""" But long term , it could save millions of dollars . ""
",NNS, The number of the object of the sentence is singular.
"Come on , let 's get our seats . ""
",NNS," The number of the object of the sentence ""Come on , let 's get"
"He saw the sorrow in her eyes , and he knew that she understood what hadn 't yet been said .
",NN, The number of the object of the sentence is singular.
"Then , when they rounded a bend , they saw a farm at the side of the road .
",NN," The number of the object of the sentence ""Then , when they rounded a bend"
"She closed the refrigerator and went back to the stove .
",NN," The number of the object of the sentence ""She closed the refrigerator and went back"
"I threw my ruined blouse in the trashcan and quickly shed the rest of my clothes , pulling on shorts and a t-shirt .
",NN, The number of the object of the sentence is singular.
""" Remember those counters that Tania was using against you ? ""
",NNS, The number of the object of the sentence is singular.
"No , she 'd lost that whole choice option a year ago .
",NN," The number of the object of the sentence ""No , she 'd lost that"
"Then I remembered a crowbar in a box of Jane Engle 's tools I 'd had stored in my extra bedroom .
",NN, The number of the object of the sentence is singular.
""" Well , "" he muttered to himself , "" before we get that far I might have a few surprises for Flattery . ""
",NNS, The number of the object of the sentence is singular.
"The head emergency doctor placed the defibrillator paddles on my chest and said , "" Clear ! ""
",NNS," The number of the object of the sentence ""The head emergency doctor placed the def"
""" I mean both our birthdays .
",NNS," The number of the object of the sentence ""I mean both our birthdays."""
"He stuffs a few French fries in his mouth , but keeps talking .
",NNS," The number of the object of the sentence ""He stuffs a few French fries"
"However , Liz had barely reached the first rack when Cole grabbed her hand and hauled her outside . '
",NN, singular
"He could get an air bubble in his IV .
",NN," The number of the object of the sentence ""He could get an air bubble in"
"But tomorrow I will make some enquiries .
",NNS," The number of the object of the sentence ""But tomorrow I will make some enqu"
"For this project , he needed skills we couldn 't teach him .
",NNS," The number of the object of the sentence ""For this project , he needed skills"
"Reaching an outcropping a dozen feet above his quarry 's outpost , he raised his rifle .
",NN, The number of the object of the sentence is singular.
"She let out another hearty chuckle , but once again , no one joined in her laughter .
",NN," The number of the object of the sentence ""She let out another hearty chuckle ,"
"What if there were frozen pockets of saltwater in this glacier ?
",NNS," The number of the object of the sentence ""What if there were frozen pockets of"
"I resist the powerful urge to roll my eyes .
",NN," The number of the object of the sentence ""I resist the powerful urge to roll"
"This involved vampire politics and intrigue , and I was being shoved into the middle of it .
",NNS, The number of the object of the sentence is singular.
""" Sounds like a challenge . ""
",NN," The number of the object of the sentence ""Sounds like a challenge."" is singular"
"The prospect of having a vehicle to drive home the next day made her cheerful .
",NN," The number of the object of the sentence ""The prospect of having a vehicle to"
"Maddie brought her fingernails to her teeth , and then chastised herself silently .
",NNS, The number of the object of the sentence is singular.
"If she didn 't pull herself together quickly , she 'd be blowing bubbles in the wind and letting others take care of her again .
",NNS, The number of the object of the sentence is singular.
"His eyes , though perhaps he couldn 't see properly , had that twinkle in them .
",NN, The number of the object of the sentence is singular.
"Sometimes she scooped up the tiles and let them fall , clicking into a slippery heap .
",NNS, The number of the object of the sentence is singular.
"I despised the easy duty , the long boring days .
",NN," The number of the object of the sentence ""I despised the easy duty , the"
"Various stickers adorned the bumper , one of which touted the name of the college his daughter had attended .
",NN, The number of the object of the sentence is singular.
"I called out to one of the attendants , "" You forgot his eyeball , "" and flung it at him .
",NN," The number of the object of the sentence ""I called out to one of the"
"Oriole tapped her pencil against her teeth .
",NN," The number of the object of the sentence ""Oriole tapped her pencil against"
"I give you full marks for cleverness , but you do not defeat our brother by becoming more and more like him . ""
",NNS, The number of the object of the sentence is singular.
"I had three sisters .
",NNS," The number of the object of the sentence ""I had three sisters"" is plural"
"I grabbed a fork from the untouched tray , shoved the cart aside and threw myself at the demon .
",NN, The number of the object of the sentence is singular.
"Back in 1973 , members of the American Indian movement waged a bloody siege with the FBI in Wounded Knee , South Dakota .
",NN, The number of the object of the sentence is singular.
"He gave that quite long consideration before he spoke again .
",NN," The number of the object of the sentence ""He gave that quite long consideration before"
"His voice turns icy .
",NN," The number of the object of the sentence ""His voice turns icy"" is singular"
"After a few moments he raised the pistol towards Pierce , who hoped that the Colonel really was a bad shot .
",NN, The number of the object of the sentence is singular.
"Couldn 't he see the harm he caused her ?
",NN," The number of the object of the sentence ""Couldn 't he see the"
"Olivia rubbed her temples and hung her head .
",NNS," The number of the object of the sentence ""Olivia rubbed her temples and"
""" Always the diplomat , Raz . ""
",NN," The number of the object of the sentence ""Always the diplomat, Raz"" is"
"We women need to stick together , make a sisterhood pact of our own . ""
",NN," The number of the object of the sentence ""We women need to stick together ,"
"Oh , he 's had his mistresses all right .
",NNS," The number of the object of the sentence ""Oh , he 's had his"
"For now , though , we have a farm that needs care and are short on people willing to work for a woman .
",NN, The number of the object of the sentence is singular.
"He lifted the pistol to Preston 's head .
",NN," The number of the object of the sentence ""He lifted the pistol to Preston's"
"I had imagined your involvement and that of Quest would have finished now that the picture has been recovered . '
",NN, The number of the object of the sentence is singular.
"While I mopped the floors , she threw the trash , washed the windows and dusted what sparse furniture was there .
",NN, The number of the object of the sentence is plural.
"Both of you guys have families -- you have parents that love and support you .
",NNS," The number of the object of the sentence ""Both of you guys have families --"
""" Will I keep my powers ? ""
",NNS," The number of the object of the sentence ""Will I keep my powers?"" is"
"Mackie was always quiet in a social setting , at least in one involving whites .
",NNS," The number of the object of the sentence ""Mackie was always quiet in"
""" We 're reading four hundred sixty signals .
",NNS," The number of the object of the sentence ""We're reading four hundred sixty signals"
"Back in our last town , my boyfriend had snuck cigarettes to me .
",NNS, singular
"He 's got a very stiff noodle , and I get the impression he has all kinds of plans for his stiff noodle .
",NN," The number of the object of the sentence ""He 's got a very stiff"
"Ashe named off the other male students in his and Sali 's class .
",NNS," The number of the object of the sentence ""Ashe named off the other male"
"Nay , no man would ever lay claim to her in the way that Alaric McCabe had .
",NN, The number of the object of the sentence is singular.
"He gave her credit .
",NN," The number of the object of the sentence ""He gave her credit"" is singular"
"Just like the days back on Hermes , I get data dumps .
",NNS," The number of the object of the sentence ""Just like the days back on Hermes"
""" Who are you calling a clot ? ""
",NN," The number of the object of the sentence ""Who are you calling a clot?"""
"She had read the directions , and still the smoke billowed from the oven .
",NNS, The number of the object of the sentence is singular.
"They will perform scans and electronic monitoring , to assess the damage .
",NNS," The number of the object of the sentence ""They will perform scans and electronic monitoring"
"she spat at me , baring jagged yellow fangs .
",NNS," The number of the object of the sentence ""she spat at me , baring"
"I liked his swing and was glad that salesman had talked him into it .
",NN, The number of the object of the sentence is singular.
"The young woman sang her bitter taunts .
",NNS," The number of the object of the sentence ""The young woman sang her bitter t"
"* * Slowly , I regained my senses .
",NNS," The number of the object of the sentence ""Slowly, I regained my senses"
"He wasn 't wearing a condom , and they 'd been trying for another baby .
",NN, The number of the object of the sentence is singular.
""" Brutus doesn 't like strangers . ""
",NNS," The number of the object of the sentence ""Brutus doesn't like strangers"
"Some kept up a regular correspondence .
",NN," The number of the object of the sentence ""Some kept up a regular correspondence."""
""" Nice , "" Jack sighed , "" This is getting monotonous . ""
",NNS, The number of the object of the sentence is singular.
"Feeling more relieved than she had in days , she picked up her designs out of the trash and smoothed out the edges .
",NNS, The number of the object of the sentence is singular.
"I could not attend my classes .
",NNS," The number of the object of the sentence ""I could not attend my classes"""
"His eyes held both admiration and desperation .
",NN," The number of the object of the sentence ""His eyes held both admiration and desperation"
"He pulled out some cheese , cooked meats , and spreads .
",NN," The number of the object of the sentence ""He pulled out some cheese , cooked"
""" Sounds to me like this is another of your rush job love affairs . ""
",NNS, singular
"She chased her werewolf into the woods .
",NN," The number of the object of the sentence ""She chased her werewolf into the"
"Alas , "" Sid sighed , "" our respective countries have no formal relations at present , so I am afraid the pleasantries stop here . ""
",NNS, singular
"Grace wrote the numbers down for both and went to get her cell phone out of her purse .
",NNS, The number of the object of the sentence is singular.
"Walter flicked his cigarette into the water , and it hissed as he put his face into his hands .
",NN," The number of the object of the sentence ""Walter flicked his cigarette into"
"Reid unlocked the estate and threw the keys at me .
",NN," The number of the object of the sentence ""Reid unlocked the estate and threw"
"Chapter 7 Present Day Meg I quickly ran down the hallways .
",NNS," The number of the object of the sentence ""Chapter 7 Present Day Meg I quickly"
""" And the coffee maker of course .
",NN," The number of the object of the sentence ""And the coffee maker of course."""
"After he backed onto the street , Niles searched along the row of hedges but didn 't see her .
",NN, The number of the object of the sentence is singular.
"Outside the high wall she caught a brief glimpse of something moving .
",NN," The number of the object of the sentence ""Outside the high wall she caught a"
"The gods suppressed the limo 's mean intelligence , kept it from asking what the problem was .
",NN, The number of the object of the sentence is singular.
"She fondled her pistol and decided to play one more hand with Paul .
",NN," The number of the object of the sentence ""She fondled her pistol and decided"
"He probably saw ghosts everywhere .
",NNS," The number of the object of the sentence ""He probably saw ghosts everywhere."" is"
"A huge wall of fire filled a wide chasm in the rock and rose into the air as far as I could see .
",NN, The number of the object of the sentence is singular.
"Right after I find the fabled iron mines in the Eastern Shield . ""
",NNS, The number of the object of the sentence is singular.
""" Yummy kinds that crunch . ""
",NN," The number of the object of the sentence ""Yummy kinds that crunch."" is"
"Around him , other groups of birds hauled cargo from the truck .
",NN," The number of the object of the sentence ""Around him , other groups of birds"
""" No I won 't , just use your vines to keep the mouth open ! ""
",NNS," The number of the object of the sentence ""No I won 't , just"
"I had some candles in my pockets which we put in the body .
",NNS," The number of the object of the sentence ""I had some candles in my pockets"
"Genevieve and Riley took their backpacks into the family room .
",NNS, The number of the object of the sentence is plural.
""" He had dark hair streaked with gray .
",NNS, The number of the object of the sentence is singular.
"I need an update on his condition right now .
",NN," The number of the object of the sentence ""I need an update on his condition"
"Jam had no solace left to hide in .
",NN," The number of the object of the sentence ""Jam had no solace left to"
"Despite all this , I felt Baruch 's resistance .
",NN," The number of the object of the sentence ""Despite all this , I felt Bar"
"She checked Morgan 's condition periodically to make sure he was still okay .
",NN," The number of the object of the sentence ""She checked Morgan 's condition periodically"
"Budda didn 't often order Blood Mama away , and the surprise of it left her at a loss for words .
",NN, The number of the object of the sentence is singular.
"Vampires generally don 't use hidden blades . ""
",NNS," The number of the object of the sentence ""Vampires generally don't use hidden"
"So had a dragon .
",NN," The number of the object of the sentence ""So had a dragon."" is singular"
""" These will prevent dizziness and fainting spells . ""
",NNS, The number of the object of the sentence is singular.
"The cool rush of the shower washed away the remains of the potato truck , leaving only the glaring unasked question .
",NNS, The number of the object of the sentence is singular.
"When Jasmine glanced up , she expected a stern scolding , or at least a disgusted huff .
",NN, The number of the object of the sentence is singular.
"As unnerving as it was on a lot of levels , he got definite brownie points for how involved he 'd been in Bradley 's care .
",NNS, singular
"' Forest fires and things ! '
",NNS," The number of the object of the sentence ""' Forest fires and things ! '"""
"Turning his head to the left , he observed a large plant in the distance with gigantic leaves .
",NN, The number of the object of the sentence is singular.
"And if you 're coming along with me , who 'll watch the dogs ? ""
",NNS, The number of the object of the sentence is singular.
"Possibly might suggest fluctuating health issues such as allergies or weight gain 11 Balance , harmony , equity , integrity , fairness .
",NNS," The number of the object of the sentence ""Possibly might suggest fluctuating health"
""" Or some whipped cream , right here . ""
",NN," The number of the object of the sentence ""Or some whipped cream, right here"
"They finally reached the streetlights that lit the sidewalks and roads .
",NNS," The number of the object of the sentence ""They finally reached the streetlights that"
"She set her alarm clock and said , "" If I 'm lucky , I 'll get four hours of sleep .
",NN," The number of the object of the sentence ""She set her alarm clock and said"
""" You must choose one medallion , Sam . ""
",NN," The number of the object of the sentence ""You must choose one medallion,"
"He removed two dinner plates from her cupboard and set them on the table .
",NNS, The number of the object of the sentence is plural.
"Everything that could quiver in her body did quiver at the way he said the words .
",NN, The number of the object of the sentence is singular.
""" He is holding a fashion festival at his mansion . ""
",NN," The number of the object of the sentence ""He is holding a fashion festival at"
"As he turned he saw two more identical figures coming in from the other fire door .
",NNS, The number of the object of the sentence is plural.
"He had a long-standing tradition of messing with Leif 's head , as if they were playing a life-sized chess match .
",NN, The number of the object of the sentence is singular.
"He had not possessed the capacity .
",NN," The number of the object of the sentence ""He had not possessed the capacity"""
"' Oh gods , not one of the daughters ? '
",NNS," The number of the object of the sentence ""' Oh gods , not one of the"
"Her appearance , though , contradicted her fiery personality .
",NN," The number of the object of the sentence ""Her appearance , though , contradicted her"
""" You can look up my medical records from Jefferson Hospital . ""
",NNS, The number of the object of the sentence is singular.
""" Kids love mixed tapes .
",NNS," The number of the object of the sentence ""Kids love mixed tapes."" is plural"
"I have a lease . ""
",NN," The number of the object of the sentence ""I have a lease"" is singular"
"Even speaking to me like this in public could damage your reputation . ""
",NN, The number of the object of the sentence is singular.
"After about ten minutes , we have twenty cartons of petrol loaded into the seven seater , hidden under the blankets and bags in the boot .
",NNS, The number of the object of the sentence is plural.
"So he ignored the impulse and got back to work .
",NN," The number of the object of the sentence ""So he ignored the impulse and got"
"With the gun in his hand , Seth grabbed the briefcase as well .
",NN," The number of the object of the sentence ""With the gun in his hand ,"
"I have my folks , some brothers and sisters , and a bunch of nieces and nephews and cousins .
",NNS," The number of the object of the sentence ""I have my folks , some brothers"
"He scooped up the arrows and stained bedding and pitched them outside .
",NNS," The number of the object of the sentence ""He scooped up the arrows and"
"I made your favorite dishes -- minestrone , rigatoni , and fresh panini . ""
",NNS, The number of the object of the sentence is plural.
"I dance nimbly out of his reach .
",NN," The number of the object of the sentence ""I dance nimbly out of"
"You 've seen the set-up .
",NN," The number of the object of the sentence ""You 've seen the set-"
""" I 've got a compass that tells us what we already know -- we 're headed south .
",NNS, The number of the object of the sentence is singular.
"She made a silent appraisal of him .
",NN," The number of the object of the sentence ""She made a silent appraisal of him"
"I could feel my muscles tensing .
",NN," The number of the object of the sentence ""I could feel my muscles tensing"
"I drove down the country highway , toward the beach and the wharf , puzzling this out .
",NN, singular
""" My parents had considerable resources .
",NNS," The number of the object of the sentence ""My parents had considerable resources"" is"
"I had been expecting wires , smallish motherboard looking things , and , well , more wires .
",NNS," The number of the object of the sentence ""I had been expecting wires , small"
