sentence,label,GPT3_response
"Caroline was still idly watching the monitor when suddenly Bowie 's target signal lit up .
",NN," The number of the object of the sentence is ""one""."
"The men drank their beers .
",NNS, There is no object in this sentence.
"His mind hammered his growing insecurity .
",NN," The number of the subject of the sentence is singular, so the number of the object must also be singular. Therefore, the answer is ""one."""
"You have no aspirations .
",NNS, There is no object in the sentence.
""" I can 't sense the changes fast enough .
",NNS," The number of the object of the sentence is ""fast enough""."
"No need to hide the camp , just hide our tracks from here . ""
",NNS," The number of the object of the sentence ""No need to hide the camp , just hide our tracks from here . "" is ""one""."
"It had cost him a little more than a hundred dollars .
",NNS," The number of the object of the sentence ""It had cost him a little more than a hundred dollars"" is singular."
"They found seats in the smoker and Morris told Dan to sit near the window .
",NNS," The object of the sentence is ""seats."""
"He heard another swift intake of breath when the trees suddenly cleared and there it was .
",NN," The number of the object of the sentence is ""one""."
"She sips the lemonade , her bones clacking .
",NN," The number of the object of the sentence ""She sips the lemonade , her bones clacking ."" is one."
"His smile bared his fangs .
",NNS,"

The number of the object of the sentence ""His smile bared his fangs"" is singular."
"Do not make excuses for your misguided actions . ""
",NNS," The number of the object of the sentence ""Do not make excuses for your misguided actions"" is ""zero""."
""" I beg your pardon ? ""
",NN," The number of the object of the sentence ""I beg your pardon?"" is unknown."
"How about if I wore boxers ?
",NNS," The subject of the sentence is ""I""."
"He will give you updates but thinks you should hump it in ?
",NNS," The number of the object of the sentence ""He will give you updates but thinks you should hump it in ?"" is one."
"Now she had obligations , a mother who , despite what she said , needed her , and now a child to take care of .
",NNS," The number of the object of the sentence is ""one."""
"Fifty thousand dollars . ""
",NNS," 50,000"
"Make sure some of you feed balls to Joan . ""
",NNS, Joan
"He set the spoon down and turned with a touch of panic .
",NN," The number of the object of the sentence ""He set the spoon down and turned with a touch of panic ."" is singular."
"At Dad 's insistence I 've been seeing a shrink monthly ever since .
",NN," ""I"""
"Roach stopped pacing for a moment and in the silence I realised that his footsteps had been a constant beat like a metronome .
",NN," The number of the object of the sentence is ""one."""
"They need the packs with them .
",NNS," The number of the object of the sentence ""They need the packs with them"" is plural."
"He 'd dated models , actresses and even a chanteuse or two .
",NNS," ""He"" is the number of the object of the sentence."
"I sought the advice of the Monsignor .
",NN," The number of the object of the sentence ""I sought the advice of the Monsignor"" is singular."
"Dagan had his suspicions on how the man was capable of such things , but if anyone knew , no one said .
",NNS," The number of the object of the sentence is ""no one""."
"He already had a banana protruding from his coat pocket .
",NN, The number of the object of the sentence is one.
"His expression turned sly .
",NNS," The word ""His"" is a possessive pronoun, so it is not referring to a specific object. The word ""expression"" is a noun, so it is the object of the sentence."
"Pete was fighting the most powerful canine on earth .
",NN, 1
""" The McCabe warriors have a reputation for being fair .
",NN, fair
""" I have your peace offering . ""
",NN," The number of the object of the sentence """" I have your peace offering . ""
"" is singular."
"Thomas , and one or two others , nodded greetings , but the rest either ignored me or scowled pointedly before turning away .
",NNS, There is no object in the sentence.
"I can feel my father cringing in embarrassment .
",NN, father
"That would barely fit a quarter of us .
",NN," The number of the object of the sentence ""That would barely fit a quarter of us."" is ""a quarter."""
""" You had very good advice .
",NN," The number of the object of the sentence is ""advice."""
"No one saw nothin ' ? ""
",NN, There is no object in this sentence.
"Colby took the receiver .
",NN," The number of the object of the sentence ""Colby took the receiver"" is singular."
"I didn 't mean no harm .
",NN, There is no object in this sentence.
"Mike rubbed his temples .
",NNS," The number of the object of the sentence ""Mike rubbed his temples"" is singular."
"I didn 't want excuses .
",NNS," The number of the object of the sentence ""I didn't want excuses."" is singular."
"He does not take slaves .
",NNS," The number of the object of the sentence ""He does not take slaves ."" is singular."
"She heard the crop clatter on the floor just before his large hands cupped her hips .
",NN," The number of the object of the sentence is ""one""."
"We were soon leaving the pier and our tail far behind .
",NN," The number of the object of the sentence is ""our tail."""
"In life the wearer of that skull must have presented an alien and monstrous aspect .
",NN," The number of the object of the sentence is ""one""."
"The very thing the people of the New World feared most was happening several centuries later ; the rule by despotic few was coming of age .
",NNS," The number of the object of the sentence is ""few."""
""" But the kidnappers , he found the kidnappers in Marin County when no one else could - . ""
",NNS," The number of the object of the sentence ""But the kidnappers, he found the kidnappers in Marin County when no one else could - ."" is "" kidnappers""."
"The producers cut Arthur 's speech and had the cameras cut away to Elton John .
",NN," The number of the object of the sentence ""The producers cut Arthur 's speech and had the cameras cut away to Elton John ."" is 1."
"The first round is easy , we just add our scores .
",NNS," ""The first round is easy , we just add our scores ."" is not a sentence."
"Vendors sold their wares out of baskets and wooden carts ; there was food , clothing , piles of kitchen items , and used goods .
",NNS," The number of the object of the sentence is ""there""."
"I felt his body stiffen in response to it happening .
",NN," The number of the object of the sentence is ""it""."
"I sat up a little straighter and met her eyes .
",NN," The number of the object of the sentence is ""one""."
"Laughing , delighting in the sensation of being purely clean , knowing they had left the dust storms back behind them .
",NNS," The number of the object of the sentence is ""two""."
"I had my suspicions already .
",NNS," The number of the object of the sentence is ""one""."
"Lily brought Mary Ellen a wet cloth so she could wash her tear stained face .
",NN, The number of the object of the sentence is singular.
"They locked the device from the back .
",NN," The number of the object of the sentence ""They locked the device from the back"" is singular."
"She stood mere inches from him .
",NNS," The number of the object of the sentence ""She stood mere inches from him."" is singular."
"Amanda stayed motionless as she relaxed in the sun .
",NNS, There is no object in the sentence.
"' Why do I get the impression I should eat this quickly , before I lose my appetite again ? '
",NN," The number of the object of the sentence ""' Why do I get the impression I should eat this quickly , before I lose my appetite again ? '"" is 1."
"His chest felt constricted and his forehead slick with sweat , and neither had anything to do with his strike on The Dominion .
",NN," The number of the object of the sentence is ""none."""
"They won the tournament and had a good time .
",NN, There is no specific object in this sentence.
"We 'll need samples .
",NNS," The number of the object of the sentence ""We 'll need samples ."" is singular."
"You always had such a passion for food . ""
",NN," I is the number of the object of the sentence ""You always had such a passion for food."""
"He would spend the rest of the morning digging the trench for it .
",NN," The number of the object of the sentence ""He would spend the rest of the morning digging the trench for it ."" is singular."
"American gangsters stole the design . ""
",NN," The number of the object of the sentence ""American gangsters stole the design."" is singular."
"Barry and I told everyone goodbye and started to make our way to the hall , past the wall of windows that looked down to the street .
",NN," The number of the object of the sentence is ""2""."
"Nova I follow Tristan 's directions to a small bar on a corner a few miles away .
",NNS," The number of the object of the sentence is ""a""."
"In fact , I was against going back into town at all , I felt an unexplainable paranoia about it .
",NN," ""I"""
"Most of the scorpions in the Overland just gave you a terrible sting , but some had poison toxic enough to kill a human .
",NN," Most of the scorpions in the Overland just gave you a terrible sting , but some had poison toxic enough to kill a human ."
"That will throw off several meetings that are all tightly scheduled for the day and could cause several international issues . ""
",NNS," The number of the object of the sentence ""That will throw off several meetings that are all tightly scheduled for the day and could cause several international issues."" is ""several."""
"He was making a weak spectacle of himself before a cold and unimpressed machine that could only stare at him silently .
",NN," The number of the object of the sentence is ""a cold and unimpressed machine that could only stare at him silently."""
"Instead , I heard the springs of the bed being forced down and then the strangled cry of my father as a hand enclosed his neck .
",NNS," The number of the object of the sentence is ""one""."
"Up there he could survey his surroundings .
",NNS, Up there is not the number of the object of the sentence.
"But only if I took the proverbial bull by the horns .
",NN, The number of the object of the sentence is singular.
"He saw the words flow through the man 's mouth and down into his chest , like a breath of air full of letters .
",NN," The number of the object of the sentence is ""a breath of air full of letters."""
""" To a man like Redding , ' attention to detail ' probably means some pretty explicit descriptions of violence . ""
",NNS," The number of the object of the sentence is ""attention to detail."""
"Her husband stirred , a slight rippling of muscles , a suggestion of danger .
",NN," The number of the object of the sentence is ""a."""
"She directed the stallion over to Devlin , her eyes dark with conflict .
",NN," The number of the object of the sentence is ""one""."
"He raised the tea towel and I braced .
",NN," The number of the object of the sentence ""He raised the tea towel and I braced."" is one."
"As she tied her shoes , guilt tied knots in her chest .
",NNS," ""Guilt"" is the object of the sentence."
"Walter stood two inches in front of me , so close my nose was nearly pressed against his chest .
",NNS," The number of the object of the sentence is ""two."""
""" I have a visitor ? ""
",NN," The number of the object of the sentence ""I have a visitor"" is singular."
"I grabbed her butt and pushed her onto me , so that the length of my erection was going deeper and deeper into her .
",NN," The number of the object of the sentence is ""one""."
""" Trace hit three ducks , Mommy . ""
",NNS, The number of the object of the sentence is three.
"Nicky made air quotes with his fingers .
",NNS, There is no object in the sentence.
"After making only one wrong turn , I found the food processing plant .
",NN, One
"Hundreds of fires dotted the hills all about him like stars that had fallen from the sky .
",NNS, Hundreds
"His hand reached out for Terri 's arm , they took a united bound toward the wall ... and were gone .
",NN," The number of the object of the sentence ""His hand reached out for Terri 's arm , they took a united bound toward the wall ... and were gone .
"" is singular."
"Sloane gave her a sarcastic glare .
",NN," The object of the sentence is ""a sarcastic glare."""
"Ali carefully studied his credentials , "" She 's upstairs in my room .
",NNS," The number of the object of the sentence ""Ali carefully studied his credentials , "" She 's upstairs in my room .
"" is upstairs."
"Taking a deep breath , I tightened my light wrap around me before striding out of the room .
",NN," The number of the object of the sentence is ""I."""
"He swallowed the last morsel in his mouth and spoke .
",NN," ""He"" is the subject of the sentence and the word ""swallowed"" is the verb, so the answer is ""He""."
"She dropped her pizza back on her plate , frustration chasing away her first sign of hunger in days .
",NN," The number of the object of the sentence is ""one""."
"My arm felt super limp , but I tried to help him by paddling as well .
",NNS," The number of the object of the sentence ""My arm felt super limp , but I tried to help him by paddling as well ."" is singular."
"I rubbed the drops from my brow and suddenly realised I was not alone .
",NNS," The number of the object of the sentence is ""one""."
""" But long term , it could save millions of dollars . ""
",NNS," The number of the object of the sentence ""But long term, it could save millions of dollars."" is ""it."""
"Come on , let 's get our seats . ""
",NNS, There is no object in the sentence.
"He saw the sorrow in her eyes , and he knew that she understood what hadn 't yet been said .
",NN," The number of the object of the sentence is ""what."""
"Then , when they rounded a bend , they saw a farm at the side of the road .
",NN," ""They"" is the number of the object."
"She closed the refrigerator and went back to the stove .
",NN," ""Refrigerator"" is the object of the sentence."
"I threw my ruined blouse in the trashcan and quickly shed the rest of my clothes , pulling on shorts and a t-shirt .
",NN," The number of the object of the sentence is ""1""."
""" Remember those counters that Tania was using against you ? ""
",NNS," The number of the object of the sentence is ""those counters."""
"No , she 'd lost that whole choice option a year ago .
",NN," The number of the object of the sentence is ""No""."
"Then I remembered a crowbar in a box of Jane Engle 's tools I 'd had stored in my extra bedroom .
",NN," The number of the object of the sentence is ""one."""
""" Well , "" he muttered to himself , "" before we get that far I might have a few surprises for Flattery . ""
",NNS," The number of the object of the sentence is ""before we get that far I might have a few surprises for Flattery."""
"The head emergency doctor placed the defibrillator paddles on my chest and said , "" Clear ! ""
",NNS," The number of the object of the sentence ""The head emergency doctor placed the defibrillator paddles on my chest and said , "" Clear ! ""
"" is one."
""" I mean both our birthdays .
",NNS, There is no object in this sentence.
"He stuffs a few French fries in his mouth , but keeps talking .
",NNS," ""He"" is the number of the object of the sentence ""He stuffs a few French fries in his mouth , but keeps talking ."""
"However , Liz had barely reached the first rack when Cole grabbed her hand and hauled her outside . '
",NN," The number of the object of the sentence ""However , Liz had barely reached the first rack when Cole grabbed her hand and hauled her outside . '
"" is one."
"He could get an air bubble in his IV .
",NN," The number of the object of the sentence is ""one""."
"But tomorrow I will make some enquiries .
",NNS," The number of the object of the sentence ""But tomorrow I will make some enquiries ."" is singular."
"For this project , he needed skills we couldn 't teach him .
",NNS," The subject of the sentence is ""he,"" so the object must be ""skills."""
"Reaching an outcropping a dozen feet above his quarry 's outpost , he raised his rifle .
",NN," The number of the object of the sentence is ""a dozen."""
"She let out another hearty chuckle , but once again , no one joined in her laughter .
",NN," The number of the object of the sentence is ""one."""
"What if there were frozen pockets of saltwater in this glacier ?
",NNS," The number of the object of the sentence ""What if there were frozen pockets of saltwater in this glacier ?"" is ""pockets""."
"I resist the powerful urge to roll my eyes .
",NN," The number of the object of the sentence is ""I""."
"This involved vampire politics and intrigue , and I was being shoved into the middle of it .
",NNS," The number of the object of the sentence is ""it""."
""" Sounds like a challenge . ""
",NN," The number of the object of the sentence ""Sounds like a challenge."" is 1."
"The prospect of having a vehicle to drive home the next day made her cheerful .
",NN, The prospect of having a vehicle to drive home the next day made her cheerful.
"Maddie brought her fingernails to her teeth , and then chastised herself silently .
",NNS," The number of the object of the sentence is ""one."""
"If she didn 't pull herself together quickly , she 'd be blowing bubbles in the wind and letting others take care of her again .
",NNS," The number of the object of the sentence is ""she""."
"His eyes , though perhaps he couldn 't see properly , had that twinkle in them .
",NN," The number of the object of the sentence is ""twinkle."""
"Sometimes she scooped up the tiles and let them fall , clicking into a slippery heap .
",NNS," The number of the object of the sentence is ""a""."
"I despised the easy duty , the long boring days .
",NN," The number of the object of the sentence is ""the easy duty, the long boring days."""
"Various stickers adorned the bumper , one of which touted the name of the college his daughter had attended .
",NN, one
"I called out to one of the attendants , "" You forgot his eyeball , "" and flung it at him .
",NN," The number of the object of the sentence ""I called out to one of the attendants , "" You forgot his eyeball , "" and flung it at him .
"" is singular."
"Oriole tapped her pencil against her teeth .
",NN," The number of the object of the sentence ""Oriole tapped her pencil against her teeth."" is one."
"I give you full marks for cleverness , but you do not defeat our brother by becoming more and more like him . ""
",NNS," The number of the object of the sentence ""I give you full marks for cleverness , but you do not defeat our brother by becoming more and more like him . "" is ""0""."
"I had three sisters .
",NNS, The number of the object of the sentence is three.
"I grabbed a fork from the untouched tray , shoved the cart aside and threw myself at the demon .
",NN," The number of the object of the sentence is ""one""."
"Back in 1973 , members of the American Indian movement waged a bloody siege with the FBI in Wounded Knee , South Dakota .
",NN," The number of the object of the sentence is ""one."""
"He gave that quite long consideration before he spoke again .
",NN," The number of the object of the sentence is ""1""."
"His voice turns icy .
",NN," The number of the object of the sentence ""His voice turns icy"" is singular."
"After a few moments he raised the pistol towards Pierce , who hoped that the Colonel really was a bad shot .
",NN," The number of the object of the sentence is ""pistol."""
"Couldn 't he see the harm he caused her ?
",NN," The number of the object of the sentence ""Couldn 't he see the harm he caused her ?"" is singular."
"Olivia rubbed her temples and hung her head .
",NNS, There is no object in the sentence.
""" Always the diplomat , Raz . ""
",NN," The number of the object of the sentence """" Always the diplomat , Raz . ""
"" is 1."
"We women need to stick together , make a sisterhood pact of our own . ""
",NN," The number of the object of the sentence ""We women need to stick together , make a sisterhood pact of our own . ""
"" is ""our""."
"Oh , he 's had his mistresses all right .
",NNS," The number of the object of the sentence ""Oh , he 's had his mistresses all right ."" is plural."
"For now , though , we have a farm that needs care and are short on people willing to work for a woman .
",NN," The number of the object of the sentence is ""a farm."""
"He lifted the pistol to Preston 's head .
",NN," the number of the object of the sentence ""He lifted the pistol to Preston 's head .
"" is 1"
"I had imagined your involvement and that of Quest would have finished now that the picture has been recovered . '
",NN," The number of the object of the sentence is ""that of Quest."""
"While I mopped the floors , she threw the trash , washed the windows and dusted what sparse furniture was there .
",NN, The number of the object of the sentence is four.
"Both of you guys have families -- you have parents that love and support you .
",NNS, The number of the object of the sentence is 2.
""" Will I keep my powers ? ""
",NNS, The number of the object of the sentence is unknown.
"Mackie was always quiet in a social setting , at least in one involving whites .
",NNS," The number of the object of the sentence is ""one""."
""" We 're reading four hundred sixty signals .
",NNS, The number of the object of the sentence is four hundred sixty.
"Back in our last town , my boyfriend had snuck cigarettes to me .
",NNS," The number of the object of the sentence is ""my boyfriend."""
"He 's got a very stiff noodle , and I get the impression he has all kinds of plans for his stiff noodle .
",NN," The number of the object of the sentence ""He 's got a very stiff noodle , and I get the impression he has all kinds of plans for his stiff noodle .
"" is singular."
"Ashe named off the other male students in his and Sali 's class .
",NNS, Sali
"Nay , no man would ever lay claim to her in the way that Alaric McCabe had .
",NN," The number of the object of the sentence is ""one."""
"He gave her credit .
",NN," The number of the object of the sentence ""He gave her credit"" is singular."
"Just like the days back on Hermes , I get data dumps .
",NNS," The number of the object of the sentence ""Just like the days back on Hermes , I get data dumps .
"" is singular."
""" Who are you calling a clot ? ""
",NN," The number of the object of the sentence ""Who are you calling a clot?"" is singular."
"She had read the directions , and still the smoke billowed from the oven .
",NNS," The object of the sentence is ""the directions."""
"They will perform scans and electronic monitoring , to assess the damage .
",NNS," The number of the object of the sentence is ""scans and electronic monitoring""."
"she spat at me , baring jagged yellow fangs .
",NNS," The number of the object of the sentence ""she spat at me , baring jagged yellow fangs .
"" is singular."
"I liked his swing and was glad that salesman had talked him into it .
",NN, The number of the object of the sentence is two.
"The young woman sang her bitter taunts .
",NNS," The number of the object of the sentence ""The young woman sang her bitter taunts."" is one."
"* * Slowly , I regained my senses .
",NNS, There is no object in the sentence.
"He wasn 't wearing a condom , and they 'd been trying for another baby .
",NN," The number of the object of the sentence ""He wasn 't wearing a condom , and they 'd been trying for another baby .
"" is one."
""" Brutus doesn 't like strangers . ""
",NNS," The subject of the sentence is ""Brutus."""
"Some kept up a regular correspondence .
",NN," The number of the object of the sentence ""Some kept up a regular correspondence."" is singular."
""" Nice , "" Jack sighed , "" This is getting monotonous . ""
",NNS," The number of the object of the sentence is ""this."""
"Feeling more relieved than she had in days , she picked up her designs out of the trash and smoothed out the edges .
",NNS," The number of the object of the sentence is ""she""."
"I could not attend my classes .
",NNS, There is no object in the sentence.
"His eyes held both admiration and desperation .
",NN," the number of the object of the sentence ""His eyes held both admiration and desperation"" is two."
"He pulled out some cheese , cooked meats , and spreads .
",NN, 3
""" Sounds to me like this is another of your rush job love affairs . ""
",NNS," The number of the object of the sentence is "" another ""."
"She chased her werewolf into the woods .
",NN, one
"Alas , "" Sid sighed , "" our respective countries have no formal relations at present , so I am afraid the pleasantries stop here . ""
",NNS," The number of the object of the sentence ""Alas , "" Sid sighed , "" our respective countries have no formal relations at present , so I am afraid the pleasantries stop here . "" is ""our respective countries."""
"Grace wrote the numbers down for both and went to get her cell phone out of her purse .
",NNS, There is no object in the sentence.
"Walter flicked his cigarette into the water , and it hissed as he put his face into his hands .
",NN," The number of the object of the sentence is ""one."""
"Reid unlocked the estate and threw the keys at me .
",NN," The number of the object of the sentence ""Reid unlocked the estate and threw the keys at me"" is singular."
"Chapter 7 Present Day Meg I quickly ran down the hallways .
",NNS, There is no object in the sentence.
""" And the coffee maker of course .
",NN," The number of the object of the sentence ""And the coffee maker of course."" is 1."
"After he backed onto the street , Niles searched along the row of hedges but didn 't see her .
",NN," The number of the object of the sentence is ""one."""
"Outside the high wall she caught a brief glimpse of something moving .
",NN," The number of the object of the sentence is ""something."""
"The gods suppressed the limo 's mean intelligence , kept it from asking what the problem was .
",NN," The number of the object of the sentence is ""The gods suppressed the limo 's mean intelligence , kept it from asking what the problem was ."" is ""1""."
"She fondled her pistol and decided to play one more hand with Paul .
",NN, The number of the object of the sentence is one.
"He probably saw ghosts everywhere .
",NNS, There is no object in the sentence.
"A huge wall of fire filled a wide chasm in the rock and rose into the air as far as I could see .
",NN," The number of the object of the sentence is ""a wide chasm."""
"Right after I find the fabled iron mines in the Eastern Shield . ""
",NNS," The number of the object of the sentence ""Right after I find the fabled iron mines in the Eastern Shield."" is ""one""."
""" Yummy kinds that crunch . ""
",NN, There is no object in the sentence.
"Around him , other groups of birds hauled cargo from the truck .
",NN," The number of the subject is ""one""."
""" No I won 't , just use your vines to keep the mouth open ! ""
",NNS, The number of the object of the sentence is 0.
"I had some candles in my pockets which we put in the body .
",NNS," The number of the object of the sentence is ""some."""
"Genevieve and Riley took their backpacks into the family room .
",NNS," The number of the object of the sentence is ""2""."
""" He had dark hair streaked with gray .
",NNS," The number of the object of the sentence ""He had dark hair streaked with gray."" is singular."
"I need an update on his condition right now .
",NN," The number of the object of the sentence ""I need an update on his condition right now"" is singular."
"Jam had no solace left to hide in .
",NN," The number of the object of the sentence ""Jam had no solace left to hide in .
"" is singular."
"Despite all this , I felt Baruch 's resistance .
",NN," The number of the object of the sentence is ""Baruch."""
"She checked Morgan 's condition periodically to make sure he was still okay .
",NN, The number of the object of the sentence is singular.
"Budda didn 't often order Blood Mama away , and the surprise of it left her at a loss for words .
",NN," The number of the object of the sentence is ""one""."
"Vampires generally don 't use hidden blades . ""
",NNS," The subject of the sentence is ""vampires,"" so the object would be ""hidden blades."""
"So had a dragon .
",NN," The number of the object of the sentence ""So had a dragon ."" is singular."
""" These will prevent dizziness and fainting spells . ""
",NNS," These is the number of the object of the sentence "" These will prevent dizziness and fainting spells. """
"The cool rush of the shower washed away the remains of the potato truck , leaving only the glaring unasked question .
",NNS, There is no object in the sentence.
"When Jasmine glanced up , she expected a stern scolding , or at least a disgusted huff .
",NN," The number of the object of the sentence is ""one."""
"As unnerving as it was on a lot of levels , he got definite brownie points for how involved he 'd been in Bradley 's care .
",NNS, The number of the object of the sentence is definite.
"' Forest fires and things ! '
",NNS, There is no object in the sentence.
"Turning his head to the left , he observed a large plant in the distance with gigantic leaves .
",NN," The number of the object of the sentence is ""one""."
"And if you 're coming along with me , who 'll watch the dogs ? ""
",NNS," The number of the object of the sentence ""And if you 're coming along with me , who 'll watch the dogs ?"" is "" who ""."
"Possibly might suggest fluctuating health issues such as allergies or weight gain 11 Balance , harmony , equity , integrity , fairness .
",NNS, 11
""" Or some whipped cream , right here . ""
",NN," The number of the object of the sentence ""Or some whipped cream, right here."" is ""some""."
"They finally reached the streetlights that lit the sidewalks and roads .
",NNS," The number of the object of the sentence is ""the streetlights""."
"She set her alarm clock and said , "" If I 'm lucky , I 'll get four hours of sleep .
",NN," The number of the object of the sentence ""She set her alarm clock and said , "" If I 'm lucky , I 'll get four hours of sleep .
"" is four."
""" You must choose one medallion , Sam . ""
",NN, The number of the object of the sentence is one.
"He removed two dinner plates from her cupboard and set them on the table .
",NNS, Two.
"Everything that could quiver in her body did quiver at the way he said the words .
",NN," The number of the object of the sentence is ""one""."
""" He is holding a fashion festival at his mansion . ""
",NN," The number of the object of the sentence is ""one""."
"As he turned he saw two more identical figures coming in from the other fire door .
",NNS," The number of the object of the sentence ""As he turned he saw two more identical figures coming in from the other fire door ."" is two."
"He had a long-standing tradition of messing with Leif 's head , as if they were playing a life-sized chess match .
",NN," The number of the object of the sentence is ""a long-standing tradition."""
"He had not possessed the capacity .
",NN," ""The capacity"" is the object of the sentence."
"' Oh gods , not one of the daughters ? '
",NNS," ""one"" is the number of the object."
"Her appearance , though , contradicted her fiery personality .
",NN," The number of the object of the sentence ""Her appearance , though , contradicted her fiery personality ."" is singular."
""" You can look up my medical records from Jefferson Hospital . ""
",NNS," The number of the object of the sentence ""You can look up my medical records from Jefferson Hospital."" is ""1""."
""" Kids love mixed tapes .
",NNS," The number of the object of the sentence ""Kids love mixed tapes."" is plural."
"I have a lease . ""
",NN," The number of the object of the sentence ""I have a lease"" is singular."
"Even speaking to me like this in public could damage your reputation . ""
",NN," The number of the object in this sentence is ""your""."
"After about ten minutes , we have twenty cartons of petrol loaded into the seven seater , hidden under the blankets and bags in the boot .
",NNS," The number of the object of the sentence is ""twenty cartons of petrol."""
"So he ignored the impulse and got back to work .
",NN," The number of the object of the sentence ""So he ignored the impulse and got back to work"" is singular."
"With the gun in his hand , Seth grabbed the briefcase as well .
",NN," The number of the object of the sentence ""With the gun in his hand , Seth grabbed the briefcase as well ."" is 1."
"I have my folks , some brothers and sisters , and a bunch of nieces and nephews and cousins .
",NNS," The number of the object of the sentence is ""some brothers and sisters, and a bunch of nieces and nephews and cousins""."
"He scooped up the arrows and stained bedding and pitched them outside .
",NNS, The number of the object of the sentence is three.
"I made your favorite dishes -- minestrone , rigatoni , and fresh panini . ""
",NNS," minestrone, rigatoni, and fresh panini"
"I dance nimbly out of his reach .
",NN," The number of the object of the sentence ""I dance nimbly out of his reach ."" is ""one""."
"You 've seen the set-up .
",NN," The number of the object of the sentence ""You 've seen the set-up ."" is singular."
""" I 've got a compass that tells us what we already know -- we 're headed south .
",NNS, The number of the object of the sentence is one.
"She made a silent appraisal of him .
",NN," the number of the object of the sentence ""She made a silent appraisal of him"" is singular."
"I could feel my muscles tensing .
",NN, The number of the object of the sentence is singular.
"I drove down the country highway , toward the beach and the wharf , puzzling this out .
",NN, There is no number listed for the object of the sentence.
""" My parents had considerable resources .
",NNS," ""resources"" is the object of the sentence."
"I had been expecting wires , smallish motherboard looking things , and , well , more wires .
",NNS, wires
