sentence,label,GPT3_response
"There were strange sea creatures stirring underneath .
",NNS, The number of the subject of the sentence is plural.
""" All the servants think a great deal of her . ""
",NNS," The number of the subject of the sentence ""All the servants think a great deal of her."" is plural."
"My first option is to become a Host and live in a compound .
",NN, The number of the subject of the sentence is singular.
"Dr. Steve exclaimed , "" Good morning , ladies , "" except that , if you ask me , it wasn 't .
",NNS, singular
"There was that tiny hesitation that seemed to come every time she spoke to him , as if it were taking him a minute to focus .
",NN, singular
"The pupils were blank and white .
",NNS, plural
"Down below , the owls started up again .
",NNS," The number of the subject of the sentence ""Down below , the owls started up again ."" is singular."
"My insecurities and my nerves about the wedding weekend were just as much to blame .
",NNS," This sentence is in the passive voice, so the subject is unclear."
"Things have escalated quicker than we expected .
",NNS," The number of the subject of the sentence ""Things have escalated quicker than we expected."" is plural."
""" Simple explanations are best , Lacey .
",NNS, singular
""" Her weakness is obvious . ""
",NN," In this sentence, the number of the subject (weakness) is singular."
"Soft sobs made her breath uneven .
",NNS, The subject of the sentence is singular.
""" History makes these times out to be full of war and death .
",NN,singular
"There are baby ducks paddling near .
",NNS, Plural.
"Girls like workin ' there , even so . ""
",NNS, singular
"Suddenly , green pulp squirted from it like pimple juice .
",NN, Singular
"Instead of disturbing him , for some reason the lies excited him .
",NNS," The number of the subject of the sentence ""Instead of disturbing him , for some reason the lies excited him ."" is singular."
"The social events I attend with him are the most tedious things I have ever witnessed .
",NNS," The number of the subject of the sentence ""The social events I attend with him are the most tedious things I have ever witnessed"" is plural."
""" There are vacant spaces on every plane - "" Something large dropped from the top of one of the buildings .
",NNS," The number of the subject of the sentence ""There are vacant spaces on every plane -"" is plural."
"My mind races and I let out a huge sigh .
",NNS," The number of the subject of the sentence ""My mind races and I let out a huge sigh."" is singular."
"The closet on the other side of the room burst open .
",NN, The subject is singular.
"The younger runner hurtles round like a hare and posts a time of 46 seconds and runs off scratch .
",NN," 

The subject of the sentence is ""The younger runner."" This is a singular subject, so the verb should be conjugated accordingly."
"Perhaps , we need to go about it in a different way , "" the captain proposed .
",NN, The number of the subject of the sentence is singular.
"Angus was laughing now .
",NNS," The number of the subject of the sentence ""Angus was laughing now"" is singular."
"To a man who made her heart race and her palms sweat .
",NN," The number of the subject of the sentence ""To a man who made her heart race and her palms sweat"" is singular."
"Her skills were clearly no match for either man who parried and thrust in furious rhythm .
",NNS, singular
""" But not a true werewolf , because no self-respecting wolf would stink like that . ""
",NN, singular
"Girls so drunk they could hardly stand up were pawing at me , and the noise of the band overloaded my senses .
",NNS," The number of the subject of the sentence ""Girls so drunk they could hardly stand up were pawing at me , and the noise of the band overloaded my senses .
"" is plural."
"My palms begin to sweat .
",NNS," The number of the subject of the sentence ""My palms begin to sweat."" is singular."
"The master inspected him thoughtfully .
",NN, Singular
"Gambling bones , hard tack , flint , an empty wine skin , and finally a golden bracelet emblazoned with a leaf .
",NN, The number of the subject of the sentence is singular.
"The nurses said that you were just sleeping , but ... "" he squeezed her hand .
",NNS, singular
""" Come into m ' cabin John , thar 's some business we need to discuss , "" the captain said .
",NN," The number of the subject of the sentence ""Come into my cabin, John, there's some business we need to discuss,"" the captain said. is singular."
"There are three spiral galaxies in the Local Group .
",NNS," The number of the subject of the sentence ""There are three spiral galaxies in the Local Group."" is plural."
"The surgeon removed the bloody gloves and tossed them carelessly into the sink .
",NN," The number of the subject of the sentence ""The surgeon removed the bloody gloves and tossed them carelessly into the sink ."" is plural."
"Truth , a bath will be nice .
",NN, singular
"The tailor backed away , bowing .
",NN, The subject of the sentence is singular.
"The warriors formed a semi-circle around the body of the fallen Paladin which they had stacked up high on neatly piled branches in a clearing .
",NNS," The subject of the sentence is ""The warriors."""
"Finally , a six-foot bull jumped out into the circle , grabbed the young abby by its neck and pried it off the elk 's back .
",NN, The subject of the sentence is singular.
"She held it up between her index fingers and thumb , her pinky stuck up like Vanna White presenting a prize .
",NN," The number of the subject of the sentence ""She held it up between her index fingers and thumb , her pinky stuck up like Vanna White presenting a prize ."" is singular."
"The drums throb , replacing my pulse with theirs .
",NNS, singular
"This second factor is where most of the difficulties lie .
",NN," The number of the subject of the sentence ""This second factor is where most of the difficulties lie."" is singular."
"Thinking of Dan brought the memory of her dream back to her .
",NN," The number of the subject of the sentence ""Thinking of Dan brought the memory of her dream back to her."" is singular."
"His writing took up a great deal of his waking hours .
",NN, singular
"The squirrels she spied weren 't gray but red , and many of the leaves on bushes were larger than she was .
",NNS, This sentence has a plural subject.
"The stiffness had faded away from his body .
",NNS," The subject of the sentence is ""the stiffness."""
"There are always consequences .
",NNS," The number of the subject of the sentence ""There are always consequences"" is plural."
"The van was a big yellow thing , some kind of bread truck , with a boxy , windowless back .
",NN, The number of the subject of the sentence is singular.
"For Sloane , crime scenes were data : angles to be examined , numbers to be crunched .
",NNS," The number of the subject of the sentence ""For Sloane , crime scenes were data : angles to be examined , numbers to be crunched .
"" is singular."
"There is more rustling behind me .
",NN, The subject of the sentence is singular.
"The black tigers laughed and even the band of the fox laughed as well , but in a rather sarcastic manner .
",NNS," The number of the subject of the sentence ""The black tigers laughed and even the band of the fox laughed as well , but in a rather sarcastic manner ."" is singular."
""" Well your vitals are looking good .
",NNS, singular
""" There 's a lotta good teaching in here about listening to God , and about listening to one another .
",NN, singular
""" The roads are nearly impassable with dead cars everywhere .
",NNS," would be singular, as it is referring to the condition of the roads."
"Things had been better , and with a high , very high level of literacy world wide society was finally much more civil and progressive .
",NNS, The number of the subject of the sentence is plural.
"My letters with Mick McAllister are my private business .
",NNS, singular
"No fake ID to get a drink whenever you visit Georgia . ""
",NN, The number of the subject of the sentence is singular.
"There weren 't anymore child murders after his disappearance .
",NNS, The subject of the sentence is singular.
"The entry logs show that no maintenance team intervened . ""
",NN, singular
"Her next two punches came fast and unexpected , one catching him hard on the jaw .
",NN, singular
"Things fall apart . ""
",NNS," The number of the subject of the sentence ""Things fall apart"" is singular."
"Then , the absence of cars makes it easier to run .
",NN, singular
"The indications were slight , but she could not be mistaken .
",NNS," The number of the subject of the sentence ""The indications were slight , but she could not be mistaken .
"" is plural."
"That bad habit just made you the last person up and around out here !
",NN, Singular.
"Last year the average bonus for associates was nine thousand .
",NN, singular
"Still , there was this six-month engagement she was insisting on .
",NN, singular
"Another roar flew out of him as his name slipped past her lips .
",NN, singular
"In a roundabout manner , Star 's unease served to calm Winston 's own jitters .
",NN, singular
"A few cobwebs draped over the books from the ceiling lights , connecting the shelves and books in dusty lines .
",NNS, This sentence appears to be written in plural form.
""" Your accommodations are ready for you as always .
",NNS," The number of the subject of the sentence ""Your accommodations are ready for you as always"" is plural."
"Buddy 's tender , loving care had deeply touched her , and she had freely opened the door to her heart .
",NN, The number of the subject of the sentence is singular.
"A frustrated growl escaped him as he shoved a hand through his short hair .
",NN, The subject of the sentence is singular.
"Apparently , there was a limit to his cooperation .
",NN, The number of the subject of the sentence is singular.
"Looks like there was some trouble at your place over the weekend . ""
",NNS," The pronoun ""your"" is singular, so the number of the subject is singular."
"Vast sapphire bows lined the bodice as well , drawing attention to the low cut neckline .
",NNS, singular
"The original Vampire disappeared before Lexus could kill him , disbanding them all in the act .
",NN, The number of the subject of the sentence is singular.
"As his personality curdled and then turned malignant , as his self-hatred began to strangle him , his lust for power became all consuming .
",NN," Since the subject of the sentence is ""his personality,"" the number is singular."
"There 's just a bunch of huge holes where the pumpkin 's face should be .
",NN, The subject is plural.
"The festival turns out to be something out of central casting .
",NN, The subject of the sentence is singular.
"And then we ' l live forever . ""
",NN, singular
""" My impending sister-in-law has spoken . ""
",NN," The number of the subject of the sentence ""My impending sister-in-law has spoken"" is singular."
"Others were fresher , with nerves worming from their sockets and half-eaten lips clotted with frozen gore .
",NNS, It is singular.
"His worries fled and he found that he had become very tired all of a sudden .
",NNS, The number of the subject of the sentence is singular.
"Earth metals act as a deadly poison to me .
",NNS," The number of the subject of the sentence ""Earth metals act as a deadly poison to me."" is singular."
""" All couples fight and survive . ""
",NNS, The number of the subject of the sentence is plural.
"A Fire snake 's venom caused one of the most agonizing injuries there were .
",NN, singular
"Berserk lust is likely not the best frame of mind for removing them .
",NN," The number of the subject of the sentence ""Berserk lust is likely not the best frame of mind for removing them .
"" is singular."
""" You 'll stay in here , "" the princess said .
",NNS, singular
"A half-dozen footmen were standing at attention upon the shallow , graceful steps that led from the drive to the front door .
",NN, plural
"Aurelius doesn 't get a monopoly . ""
",NNS, singular
"The bells at St. Columba 's would ring midday for the funeral of a fisherman caught unawares on the shore .
",NNS, The subject of the sentence is singular.
"Discarded food containers littered the table and the floor near the trashcan .
",NNS," The number of the subject of the sentence ""Discarded food containers littered the table and the floor near the trashcan."" is singular."
"The round Moon rolled behind the hill , as the Sun raised up her head .
",NN, Singular
"A snort of laughter erupted .
",NN, The subject of the sentence is singular.
"Though he spoke with dignity , there was a certain bitterness to his words as he finally had to verbally acknowledge the outcome he feared the most .
",NN, Singular
""" Two colleagues going to dinner to celebrate a successful project ?
",NNS, It is plural.
"Love did not always endure .
",NN, singular
""" After we find the mine , somebody will have to start the explosion . ""
",NN, The number of the subject of the sentence is singular.
"There are many , such mass produced coils , today , that can be bought on the free market .
",NN, singular
"Caden 's soft chuckle warmed my heart but it faded too fast .
",NN, It is singular.
"All the students laughed along with his remark .
",NNS, It is singular.
"The consolation was that she probably wouldn 't see anyone her age at the pool this early in the morning .
",NN, Singular
"Only a miracle would bring it back ... restore it to the bastion of life it once was .
",NN, The number of the subject of the sentence is singular.
"My thighs gripped Jake 's hips instinctively as he pulled back out only to thrust even harder .
",NNS, singular
"A dozen long tables defined the space in two rows with stout benches on either side as the only seats .
",NNS, plural
""" Soldiers came on Monday after Easter .
",NNS, singular
"His pupils turned luminous .
",NNS," The number of the subject of the sentence ""His pupils turned luminous."" is singular."
"Use a quarter of each tube every time your sister 's condition worsens .
",NN, singular
"The stench was toxic .
",NN," The subject of the sentence is ""stench,"" which is singular."
"Therefore , your origins are indeed questionable . ""
",NNS, singular
"Lynette 's fingernails dug into his forearms as he rolled his h * ps and pushed into her .
",NNS,"

The number of the subject of the sentence ""Lynette 's fingernails dug into his forearms as he rolled his h * ps and pushed into her ."" is plural."
"A pinpoint dim flicker in the hazy gloom would be more accurate .
",NN, Singular
"Thoughts were moving so fast they were almost a blur .
",NNS, The number of the subject of the sentence is singular.
"The piper - not the same guy every time - stood on the corner of Princes Street and Waverly Station .
",NN, The number of the subject of the sentence is singular.
"An unattractive snort escapes me .
",NN, The number of the subject of the sentence is singular.
"The left wing swung up over the plane and smashed down into the ground , snapping like a twig .
",NN, Singular
"The unmistakable determination in her voice alerts me that she has a plan which will not be good for me .
",NN, Singular.
"Sean 's adrenaline eased the slightest bit .
",NN, singular
"Tall streetlights whizzed past them , illuminating , then drowning in shadows .
",NNS, singular
"Like a giant jigsaw puzzle . ""
",NN," The subject of the sentence is ""puzzle,"" which is singular."
"His resentful infatuation was touching , and Lynette 's mouth curved upward .
",NN, The number of the subject of the sentence is singular.
"Her guardian and his partner disappeared into the thick trees , followed awkwardly by the gardener , who kept dropping the bags .
",NN, The number of the subject of the sentence is singular.
"Others may think it strange he did not require sustenance .
",NNS, This sentence is in the passive voice. The number of the subject (others) is plural.
"The drill sergeants were disappointed .
",NNS," The subject of the sentence is ""The drill sergeants,"" which is plural."
"com Web site to update the others on his latest kills .
",NN, singular
"Reyes was confident of victory until he lost his footing on the damp leaves .
",NNS," The number of the subject of the sentence ""Reyes was confident of victory until he lost his footing on the damp leaves"" is singular."
"The van was once again above me but the hole was not lined up with the manhole .
",NN, The number of the subject of the sentence is plural.
"Dropping from the saddle , Link gives his horse an encouraging pat as she excitedly gallops into the dark field of yellow grass beyond the barn .
",NN, singular
"The butterflies settled a little , or maybe one managed to escape .
",NNS," This sentence is in the passive voice, so the number of the subject is hard to determine."
"The blackness before him then stumbled under the force of a side kick to the stomach .
",NNS, Singular
"A serenity matched by nothing else .
",NN, The subject of the sentence is singular.
"A pulse rippled through her arm .
",NN, The subject of the sentence is singular.
"The referee called the start and the jury stooped to watch for hits .
",NN, The subject of the sentence is singular.
"Thoughts of them together made Katherine want to throw up .
",NNS, The subject of the sentence is plural.
"The crunched bullet fell to the ground .
",NN, singular
"The clerk backed off .
",NN, Singular
"There were a ton of spots thanks to the summer session , but it was still an uphill hike to her class .
",NN," The number of the subject of the sentence ""There were a ton of spots thanks to the summer session , but it was still an uphill hike to her class .
"" is plural."
"There were other cases that got less news coverage , but people who pay attention to such things can always find the stories .
",NNS, singular
"Such an avenue of comparison did not really interest him .
",NN, The number of the subject of the sentence is singular.
"Edwards ' assistant and he didn 't adapt kindly to Folklore - he sort of held him responsible for Doc .
",NN, The number of the subject of the sentence is singular.
"Things just became more difficult .
",NNS," The number of the subject of the sentence ""Things just became more difficult."" is plural."
"The drone of the motor blended with the sound of the water breaking around the vessel .
",NN, The subject of the sentence is singular.
"As the Queen Anne 's Revenge sails on the tide , the mothers and older sisters with Diana watch from the pier .
",NNS, The subject of the sentence is plural.
"His boot had found too good of a mark on Fang 's chest for it to have been by chance .
",NN, singular
"During my senior year , my rebellion reached a high point .
",NN, Singular
"The soil at the edge was loose and crumbly , shot through with deep furrows from recent rains .
",NN, Singular.
"Thoughts of blood and bonding were dangerous things .
",NNS," Thoughts is a plural noun, so the number of the subject of the sentence is plural."
"In 1800 everybody had other things on their minds .
",NN, The number of the subject of the sentence is plural.
""" Inside every lump of coal there 's a diamond waiting to get out , right ? ""
",NN, The number of the subject of the sentence is singular.
""" My apologies , "" I say .
",NNS," The number of the subject of the sentence ""My apologies, "" I say."" is singular."
"The only gates that we have are to keep the cows and horses in .
",NNS, Singular
""" There 's no shortage of volunteers .
",NN, The number of the subject of the sentence is plural.
""" Your Highness , he is your King , and he has commanded it . ""
",NNS, It is singular.
"Children 's rhyme , various Prologue Jack Others slept the night away wasting the hours between dusk and dawn but not he .
",NNS,Singular
"His tuxedo stretched across broad shoulders and his elegant white shirt collar framed the sturdy neck of an athlete .
",NN, Singular
"The other chips were fine . ""
",NNS," The subject of the sentence is ""other chips,"" which is plural."
"Both Leif and I grabbed her before she could topple face first into the fresh dirt and flowers .
",NN, The number of the subject of the sentence is plural.
"When Kylie asked Holiday for an explanation of how evil spirits could hurt her , the camp leader hesitated .
",NN, Singular
"The oily gel was pooling in various places on the ground inside the shed .
",NN," The subject of the sentence is ""The oily gel,"" which is singular."
"A flat screen TV sat on a table by the wall to her left with three ashtrays lined up in front of it .
",NN, The subject of the sentence is singular.
"Goose bumps raised along her skin .
",NNS, The number of the subject of the sentence is singular.
"His puny efforts at population control only operated in a puny area , and would have little effect in the whole environmental setting .
",NNS," His puny efforts at population control only operated in a puny area , and would have little effect in the whole environmental setting ."
"Dark clouds were forming overhead and the wind was picking up , which concerned her .
",NNS, singular
"His hand darts inside his linen jacket quickly , fumbles around for a second .
",NN, The number of the subject of the sentence is singular.
"These bigger accounts usually kickback a percentage to the List as a donation .
",NNS, plural
"At the far edge of the field , a tiny curl of smoke rose against the green .
",NN, plural
"Her fears , her youth , were responsible for reducing his greatness to mindless savagery .
",NNS, The number of the subject of the sentence is singular.
"Many funerals had to be held as many soldiers had sadly deceased in the war .
",NNS, The subject is plural.
"A tremor coursed through her and she had to re mind herself that lusting after the man was not conducive to getting her life back under control .
",NN, The number of the subject of the sentence is singular.
"Part of her in a Realm in which Lumina was a young researcher , fascinated by an Outsider .
",NN, singular
"The kisses moved across the very top of where the bra ended .
",NNS, Singular
"The rolling hills quickly turned into pine covered foothills and plateaus .
",NNS,"

The subject of the sentence is ""The rolling hills."" The number of the subject is plural."
"The tests multiplied , became more accurate .
",NNS, The subject of the sentence is plural.
"Hank ( chuckling ) : Can 't argue with you there - the bitch is loony .
",NN, Singular.
""" The winds died before , and it came for us . ""
",NNS," The number of the subject of the sentence ""The winds died before, and it came for us."" is plural."
"His fingertips brushed her face with exquisite tenderness .
",NNS, singular
"' Do something , ' Prophet said .
",NN," The number of the subject of the sentence "" ' Do something , ' Prophet said . "" is singular."
"His buzzing still has her on edge .
",NN, singular
"Soon enough , footsteps echoed down the hall .
",NNS, The number of the subject of the sentence is singular.
""" The Chinese sub moved in . ""
",NN," The number of the subject of the sentence """" The Chinese sub moved in . ""
"" is singular."
"Curious , she opened the door to the left of the bed and stepped inside , surprised to find a small bathroom .
",NNS, singular
"Things to do you know . ""
",NNS, This is a difficult question to answer without more context.
"Waves were crashing in his eyes , sure and strong and sweeping .
",NNS, singular
""" Others would not give it back .
",NNS," The number of the subject of the sentence ""Others would not give it back."" is plural."
"A familiar tightness gripped his chest at that possibility , but he forced himself to remain calm .
",NNS, The subject of the sentence is singular.
"His own fears didn 't matter .
",NNS, Singular
"The strange , jittery hysteria was still there , but it receded , curling down for a rest deep inside him .
",NN, The number of the subject of the sentence is singular.
"Once wakened , the sacred blades must take life before they can be returned to rest .
",NNS, The number of the subject of the sentence is plural.
"The blast zone was still visible behind her .
",NN," The number of the subject of the sentence ""The blast zone was still visible behind her."" is singular."
""" Those ghosts live right here .
",NNS," The number of the subject of the sentence ""Those ghosts live right here."" is plural."
""" But our tickets are non-refundable .
",NNS," The subject number for the sentence ""But our tickets are non-refundable."" is plural."
"Reyes lay under a mound of heavy blankets .
",NNS," The number of the subject of the sentence ""Reyes lay under a mound of heavy blankets"" is singular."
""" Child , again I say you must repent this willfulness !
",NN, Singular
"His posture slackened a little .
",NN," The number of the subject of the sentence ""His posture slackened a little. "" is singular."
"Marcus 's appetite for life amazed her .
",NN, The number of the subject of the sentence Marcus 's appetite for life amazed her . is singular.
""" No offense , "" Rachel said , "" but why have your enemies left you alive ? ""
",NN, The number of the subject of the sentence is singular.
