sentence,label,GPT3_response
"Caroline was still idly watching the monitor when suddenly Bowie 's target signal lit up .
",NN," The number of the object of the sentence ""Caroline was still idly watching the monitor when suddenly Bowie 's target signal lit up .
"" is singular."
"The men drank their beers .
",NNS," The number of the object of the sentence ""The men drank their beers .
"" is plural."
"His mind hammered his growing insecurity .
",NN," The number of the object of the sentence ""His mind hammered his growing insecurity."" is singular."
"You have no aspirations .
",NNS," The number of the object of the sentence ""You have no aspirations"" is singular."
""" I can 't sense the changes fast enough .
",NNS, singular
"No need to hide the camp , just hide our tracks from here . ""
",NNS," The number of the object of the sentence ""No need to hide the camp , just hide our tracks from here . "" is plural."
"It had cost him a little more than a hundred dollars .
",NNS," The number of the object of the sentence ""It had cost him a little more than a hundred dollars"" is singular."
"They found seats in the smoker and Morris told Dan to sit near the window .
",NNS," The number of the object of the sentence ""They found seats in the smoker and Morris told Dan to sit near the window .
"" is plural."
"He heard another swift intake of breath when the trees suddenly cleared and there it was .
",NN," The number of the object of the sentence ""He heard another swift intake of breath when the trees suddenly cleared and there it was"" is singular."
"She sips the lemonade , her bones clacking .
",NN, Singular
"His smile bared his fangs .
",NNS," The number of the object of the sentence ""His smile bared his fangs"" is singular."
"Do not make excuses for your misguided actions . ""
",NNS," The number of the object of the sentence ""Do not make excuses for your misguided actions"" is singular."
""" I beg your pardon ? ""
",NN," The number of the object of the sentence ""I beg your pardon"" is singular."
"How about if I wore boxers ?
",NNS," The number of the object of the sentence ""How about if I wore boxers?"" is singular."
"He will give you updates but thinks you should hump it in ?
",NNS," The number of the object of the sentence ""He will give you updates but thinks you should hump it in ?"" is singular."
"Now she had obligations , a mother who , despite what she said , needed her , and now a child to take care of .
",NNS, singular
"Fifty thousand dollars . ""
",NNS," The number of the object of the sentence ""Fifty thousand dollars"" is singular."
"Make sure some of you feed balls to Joan . ""
",NNS," The number of the object of the sentence ""Make sure some of you feed balls to Joan."" is singular."
"He set the spoon down and turned with a touch of panic .
",NN, singular
"At Dad 's insistence I 've been seeing a shrink monthly ever since .
",NN, singular
"Roach stopped pacing for a moment and in the silence I realised that his footsteps had been a constant beat like a metronome .
",NN, singular
"They need the packs with them .
",NNS," The number of the object of the sentence ""They need the packs with them"" is plural."
"He 'd dated models , actresses and even a chanteuse or two .
",NNS, The number of the object of the sentence is singular.
"I sought the advice of the Monsignor .
",NN," The number of the object of the sentence ""I sought the advice of the Monsignor"" is singular."
"Dagan had his suspicions on how the man was capable of such things , but if anyone knew , no one said .
",NNS," The number of the object of the sentence ""Dagan had his suspicions on how the man was capable of such things , but if anyone knew , no one said ."" is singular."
"He already had a banana protruding from his coat pocket .
",NN," The number of the object of the sentence ""He already had a banana protruding from his coat pocket."" is singular."
"His expression turned sly .
",NNS," The number of the object of the sentence ""His expression turned sly."" is singular."
"Pete was fighting the most powerful canine on earth .
",NN," The number of the object of the sentence ""Pete was fighting the most powerful canine on earth."" is singular."
""" The McCabe warriors have a reputation for being fair .
",NN, plural
""" I have your peace offering . ""
",NN," The number of the object of the sentence ""I have your peace offering."" is singular."
"Thomas , and one or two others , nodded greetings , but the rest either ignored me or scowled pointedly before turning away .
",NNS, The number of the object of the sentence is singular.
"I can feel my father cringing in embarrassment .
",NN," The number of the object of the sentence ""I can feel my father cringing in embarrassment"" is singular."
"That would barely fit a quarter of us .
",NN," The number of the object of the sentence ""That would barely fit a quarter of us."" is plural."
""" You had very good advice .
",NN," The number of the object of the sentence ""You had very good advice."" is singular."
"No one saw nothin ' ? ""
",NN," The number of the object of the sentence ""No one saw nothin ' ? "" is singular."
"Colby took the receiver .
",NN," The number of the object of the sentence ""Colby took the receiver."" is singular."
"I didn 't mean no harm .
",NN, singular
"Mike rubbed his temples .
",NNS," The number of the object of the sentence ""Mike rubbed his temples."" is singular."
"I didn 't want excuses .
",NNS, singular
"He does not take slaves .
",NNS," The number of the object of the sentence ""He does not take slaves"" is singular."
"She heard the crop clatter on the floor just before his large hands cupped her hips .
",NN, The number of the object of the sentence is singular.
"We were soon leaving the pier and our tail far behind .
",NN," The subject of the sentence is ""we,"" which is plural, so the number of the object of the sentence is also plural."
"In life the wearer of that skull must have presented an alien and monstrous aspect .
",NN," The number of the object of the sentence ""In life the wearer of that skull must have presented an alien and monstrous aspect."" is singular."
"The very thing the people of the New World feared most was happening several centuries later ; the rule by despotic few was coming of age .
",NNS, The number of the object of the sentence is singular.
""" But the kidnappers , he found the kidnappers in Marin County when no one else could - . ""
",NNS, plural
"The producers cut Arthur 's speech and had the cameras cut away to Elton John .
",NN," The number of the object of the sentence ""The producers cut Arthur 's speech and had the cameras cut away to Elton John ."" is singular."
"The first round is easy , we just add our scores .
",NNS," The number of the object of the sentence ""The first round is easy , we just add our scores ."" is plural."
"Vendors sold their wares out of baskets and wooden carts ; there was food , clothing , piles of kitchen items , and used goods .
",NNS, The number of the object of the sentence is plural.
"I felt his body stiffen in response to it happening .
",NN, singular
"I sat up a little straighter and met her eyes .
",NN," The number of the object of the sentence ""I sat up a little straighter and met her eyes"" is singular."
"Laughing , delighting in the sensation of being purely clean , knowing they had left the dust storms back behind them .
",NNS, plural
"I had my suspicions already .
",NNS," The number of the object of the sentence ""I had my suspicions already"" is singular."
"Lily brought Mary Ellen a wet cloth so she could wash her tear stained face .
",NN," The number of the object of the sentence ""Lily brought Mary Ellen a wet cloth so she could wash her tear stained face."" is singular."
"They locked the device from the back .
",NN," The number of the object of the sentence ""They locked the device from the back .
"" is singular."
"She stood mere inches from him .
",NNS," The number of the object of the sentence ""She stood mere inches from him"" is singular."
"Amanda stayed motionless as she relaxed in the sun .
",NNS, singular
"' Why do I get the impression I should eat this quickly , before I lose my appetite again ? '
",NN," The number of the object of the sentence ""' Why do I get the impression I should eat this quickly , before I lose my appetite again ? '
"" is singular."
"His chest felt constricted and his forehead slick with sweat , and neither had anything to do with his strike on The Dominion .
",NN, The number of the object of the sentence is singular.
"They won the tournament and had a good time .
",NN," The number of the object of the sentence ""They won the tournament and had a good time .
"" is singular."
"We 'll need samples .
",NNS," The number of the object of the sentence ""We 'll need samples .
"" is singular."
"You always had such a passion for food . ""
",NN," The number of the object of the sentence ""You always had such a passion for food."" is singular."
"He would spend the rest of the morning digging the trench for it .
",NN," The number of the object of the sentence ""He would spend the rest of the morning digging the trench for it."" is singular."
"American gangsters stole the design . ""
",NN," The number of the object of the sentence ""American gangsters stole the design."" is singular."
"Barry and I told everyone goodbye and started to make our way to the hall , past the wall of windows that looked down to the street .
",NN, The number of the object of the sentence is singular.
"Nova I follow Tristan 's directions to a small bar on a corner a few miles away .
",NNS, The number of the object of the sentence is singular.
"In fact , I was against going back into town at all , I felt an unexplainable paranoia about it .
",NN," The number of the object of the sentence ""In fact , I was against going back into town at all , I felt an unexplainable paranoia about it .
"" is singular."
"Most of the scorpions in the Overland just gave you a terrible sting , but some had poison toxic enough to kill a human .
",NN," The number of the object of the sentence ""Most of the scorpions in the Overland just gave you a terrible sting , but some had poison toxic enough to kill a human ."" is plural."
"That will throw off several meetings that are all tightly scheduled for the day and could cause several international issues . ""
",NNS, singular
"He was making a weak spectacle of himself before a cold and unimpressed machine that could only stare at him silently .
",NN, The number of the object of the sentence is singular.
"Instead , I heard the springs of the bed being forced down and then the strangled cry of my father as a hand enclosed his neck .
",NNS, The number of the object of the sentence is singular.
"Up there he could survey his surroundings .
",NNS," The number of the object of the sentence ""Up there he could survey his surroundings."" is singular."
"But only if I took the proverbial bull by the horns .
",NN," The number of the object of the sentence ""But only if I took the proverbial bull by the horns."" is singular."
"He saw the words flow through the man 's mouth and down into his chest , like a breath of air full of letters .
",NN, The number of the object of the sentence is singular.
""" To a man like Redding , ' attention to detail ' probably means some pretty explicit descriptions of violence . ""
",NNS, singular
"Her husband stirred , a slight rippling of muscles , a suggestion of danger .
",NN," The number of the object of the sentence ""Her husband stirred , a slight rippling of muscles , a suggestion of danger .
"" is singular."
"She directed the stallion over to Devlin , her eyes dark with conflict .
",NN, singular
"He raised the tea towel and I braced .
",NN, Singular
"As she tied her shoes , guilt tied knots in her chest .
",NNS, The number of the object of the sentence is singular.
"Walter stood two inches in front of me , so close my nose was nearly pressed against his chest .
",NNS," The number of the object of the sentence ""Walter stood two inches in front of me , so close my nose was nearly pressed against his chest ."" is singular."
""" I have a visitor ? ""
",NN," The number of the object of the sentence ""I have a visitor"" is singular."
"I grabbed her butt and pushed her onto me , so that the length of my erection was going deeper and deeper into her .
",NN, The number of the object of the sentence is singular.
""" Trace hit three ducks , Mommy . ""
",NNS," The number of the object of the sentence ""Trace hit three ducks, Mommy."" is plural."
"Nicky made air quotes with his fingers .
",NNS," The number of the object of the sentence ""Nicky made air quotes with his fingers"" is singular."
"After making only one wrong turn , I found the food processing plant .
",NN," The number of the object of the sentence ""After making only one wrong turn , I found the food processing plant ."" is singular."
"Hundreds of fires dotted the hills all about him like stars that had fallen from the sky .
",NNS, The number of the object of the sentence is plural.
"His hand reached out for Terri 's arm , they took a united bound toward the wall ... and were gone .
",NN, The number of the object of the sentence is singular.
"Sloane gave her a sarcastic glare .
",NN, The number of the object of the sentence is singular.
"Ali carefully studied his credentials , "" She 's upstairs in my room .
",NNS," The number of the object of the sentence ""Ali carefully studied his credentials,"" She's upstairs in my room."" is singular."
"Taking a deep breath , I tightened my light wrap around me before striding out of the room .
",NN, The number of the object of the sentence is singular.
"He swallowed the last morsel in his mouth and spoke .
",NN," The number of the object of the sentence ""He swallowed the last morsel in his mouth and spoke"" is singular."
"She dropped her pizza back on her plate , frustration chasing away her first sign of hunger in days .
",NN, Singular
"My arm felt super limp , but I tried to help him by paddling as well .
",NNS, The number of the object of the sentence is singular.
"I rubbed the drops from my brow and suddenly realised I was not alone .
",NNS," The number of the object of the sentence ""I rubbed the drops from my brow and suddenly realised I was not alone"" is singular."
""" But long term , it could save millions of dollars . ""
",NNS," The number of the object of the sentence ""But long term, it could save millions of dollars."" is singular."
"Come on , let 's get our seats . ""
",NNS," The number of the object of the sentence ""Come on , let 's get our seats . "" is plural."
"He saw the sorrow in her eyes , and he knew that she understood what hadn 't yet been said .
",NN, The number of the object of the sentence is singular.
"Then , when they rounded a bend , they saw a farm at the side of the road .
",NN," The number of the object of the sentence ""Then , when they rounded a bend , they saw a farm at the side of the road ."" is singular."
"She closed the refrigerator and went back to the stove .
",NN," The number of the object of the sentence ""She closed the refrigerator and went back to the stove"" is singular."
"I threw my ruined blouse in the trashcan and quickly shed the rest of my clothes , pulling on shorts and a t-shirt .
",NN, The number of the object of the sentence is singular.
""" Remember those counters that Tania was using against you ? ""
",NNS," The number of the object of the sentence ""Remember those counters that Tania was using against you?"" is plural."
"No , she 'd lost that whole choice option a year ago .
",NN," The number of the object of the sentence ""No , she 'd lost that whole choice option a year ago .
"" is singular."
"Then I remembered a crowbar in a box of Jane Engle 's tools I 'd had stored in my extra bedroom .
",NN, The number of the object of the sentence is singular.
""" Well , "" he muttered to himself , "" before we get that far I might have a few surprises for Flattery . ""
",NNS, The number of the object of the sentence is singular.
"The head emergency doctor placed the defibrillator paddles on my chest and said , "" Clear ! ""
",NNS," The number of the object of the sentence ""The head emergency doctor placed the defibrillator paddles on my chest and said , "" Clear ! "" is singular."
""" I mean both our birthdays .
",NNS," The number of the object of the sentence ""I mean both our birthdays"" is plural."
"He stuffs a few French fries in his mouth , but keeps talking .
",NNS, singular
"However , Liz had barely reached the first rack when Cole grabbed her hand and hauled her outside . '
",NN, The number of the object of the sentence is singular.
"He could get an air bubble in his IV .
",NN," The number of the object of the sentence ""He could get an air bubble in his IV ."" is singular."
"But tomorrow I will make some enquiries .
",NNS," The number of the object of the sentence ""But tomorrow I will make some enquiries"" is singular."
"For this project , he needed skills we couldn 't teach him .
",NNS," The number of the object of the sentence ""For this project , he needed skills we couldn 't teach him .
"" is singular."
"Reaching an outcropping a dozen feet above his quarry 's outpost , he raised his rifle .
",NN, singular
"She let out another hearty chuckle , but once again , no one joined in her laughter .
",NN," The number of the object of the sentence ""She let out another hearty chuckle , but once again , no one joined in her laughter .
"" is singular."
"What if there were frozen pockets of saltwater in this glacier ?
",NNS," The number of the object of the sentence ""What if there were frozen pockets of saltwater in this glacier?"" is plural."
"I resist the powerful urge to roll my eyes .
",NN," The number of the object of the sentence ""I resist the powerful urge to roll my eyes"" is singular."
"This involved vampire politics and intrigue , and I was being shoved into the middle of it .
",NNS, The number of the object of the sentence is singular.
""" Sounds like a challenge . ""
",NN," The number of the object of the sentence ""Sounds like a challenge."" is singular."
"The prospect of having a vehicle to drive home the next day made her cheerful .
",NN," The number of the object of the sentence ""The prospect of having a vehicle to drive home the next day made her cheerful .
"" is singular."
"Maddie brought her fingernails to her teeth , and then chastised herself silently .
",NNS, The number of the object of the sentence is singular.
"If she didn 't pull herself together quickly , she 'd be blowing bubbles in the wind and letting others take care of her again .
",NNS, The number of the object of the sentence is singular.
"His eyes , though perhaps he couldn 't see properly , had that twinkle in them .
",NN, The number of the object of the sentence is singular.
"Sometimes she scooped up the tiles and let them fall , clicking into a slippery heap .
",NNS, The number of the object of the sentence is singular.
"I despised the easy duty , the long boring days .
",NN," The number of the object of the sentence ""I despised the easy duty , the long boring days ."" is plural."
"Various stickers adorned the bumper , one of which touted the name of the college his daughter had attended .
",NN, The number of the object of the sentence is singular.
"I called out to one of the attendants , "" You forgot his eyeball , "" and flung it at him .
",NN," The number of the object of the sentence ""I called out to one of the attendants , "" You forgot his eyeball , "" and flung it at him .
"" is singular."
"Oriole tapped her pencil against her teeth .
",NN," The number of the object of the sentence ""Oriole tapped her pencil against her teeth"" is singular."
"I give you full marks for cleverness , but you do not defeat our brother by becoming more and more like him . ""
",NNS, The number of the object of the sentence is singular.
"I had three sisters .
",NNS," The number of the object of the sentence ""I had three sisters."" is plural."
"I grabbed a fork from the untouched tray , shoved the cart aside and threw myself at the demon .
",NN, The number of the object of the sentence is singular.
"Back in 1973 , members of the American Indian movement waged a bloody siege with the FBI in Wounded Knee , South Dakota .
",NN, The number of the object of the sentence is singular.
"He gave that quite long consideration before he spoke again .
",NN, singular
"His voice turns icy .
",NN," The number of the object of the sentence ""His voice turns icy"" is singular."
"After a few moments he raised the pistol towards Pierce , who hoped that the Colonel really was a bad shot .
",NN, singular
"Couldn 't he see the harm he caused her ?
",NN," The number of the object of the sentence ""Couldn 't he see the harm he caused her ?"" is singular."
"Olivia rubbed her temples and hung her head .
",NNS, singular
""" Always the diplomat , Raz . ""
",NN," The number of the object of the sentence ""Always the diplomat, Raz"" is singular."
"We women need to stick together , make a sisterhood pact of our own . ""
",NN," The number of the object of the sentence ""We women need to stick together , make a sisterhood pact of our own . "" is singular."
"Oh , he 's had his mistresses all right .
",NNS," The number of the object of the sentence ""Oh , he 's had his mistresses all right .
"" is singular."
"For now , though , we have a farm that needs care and are short on people willing to work for a woman .
",NN, The number of the object of the sentence is singular.
"He lifted the pistol to Preston 's head .
",NN, singular
"I had imagined your involvement and that of Quest would have finished now that the picture has been recovered . '
",NN, singular
"While I mopped the floors , she threw the trash , washed the windows and dusted what sparse furniture was there .
",NN, The number of the object of the sentence is plural.
"Both of you guys have families -- you have parents that love and support you .
",NNS," The number of the object of the sentence ""Both of you guys have families -- you have parents that love and support you .
"" is plural."
""" Will I keep my powers ? ""
",NNS," The number of the object of the sentence ""Will I keep my powers?"" is singular."
"Mackie was always quiet in a social setting , at least in one involving whites .
",NNS," The number of the object of the sentence ""Mackie was always quiet in a social setting , at least in one involving whites .
"" is singular."
""" We 're reading four hundred sixty signals .
",NNS," The number of the object of the sentence ""We're reading four hundred sixty signals."" is plural."
"Back in our last town , my boyfriend had snuck cigarettes to me .
",NNS, singular
"He 's got a very stiff noodle , and I get the impression he has all kinds of plans for his stiff noodle .
",NN, The number of the object of the sentence is singular.
"Ashe named off the other male students in his and Sali 's class .
",NNS, singular
"Nay , no man would ever lay claim to her in the way that Alaric McCabe had .
",NN, The number of the object of the sentence is singular.
"He gave her credit .
",NN, singular
"Just like the days back on Hermes , I get data dumps .
",NNS, singular
""" Who are you calling a clot ? ""
",NN," The number of the object of the sentence ""Who are you calling a clot?"" is singular."
"She had read the directions , and still the smoke billowed from the oven .
",NNS, singular
"They will perform scans and electronic monitoring , to assess the damage .
",NNS, The number of the object of the sentence is singular.
"she spat at me , baring jagged yellow fangs .
",NNS, singular
"I liked his swing and was glad that salesman had talked him into it .
",NN, The number of the object of the sentence is singular.
"The young woman sang her bitter taunts .
",NNS, singular
"* * Slowly , I regained my senses .
",NNS," The number of the object of the sentence ""Slowly, I regained my senses."" is singular."
"He wasn 't wearing a condom , and they 'd been trying for another baby .
",NN, The number of the object of the sentence is singular.
""" Brutus doesn 't like strangers . ""
",NNS," The number of the subject of the sentence ""Brutus doesn't like strangers"" is singular."
"Some kept up a regular correspondence .
",NN," The number of the object of the sentence ""Some kept up a regular correspondence ."" is plural."
""" Nice , "" Jack sighed , "" This is getting monotonous . ""
",NNS, The number of the object of the sentence is singular.
"Feeling more relieved than she had in days , she picked up her designs out of the trash and smoothed out the edges .
",NNS, The number of the object of the sentence is singular.
"I could not attend my classes .
",NNS," The number of the object of the sentence ""I could not attend my classes"" is plural."
"His eyes held both admiration and desperation .
",NN," The number of the object of the sentence ""His eyes held both admiration and desperation .
"" is plural."
"He pulled out some cheese , cooked meats , and spreads .
",NN, Plural
""" Sounds to me like this is another of your rush job love affairs . ""
",NNS, The number of the object of the sentence is singular.
"She chased her werewolf into the woods .
",NN, The object of the sentence is singular.
"Alas , "" Sid sighed , "" our respective countries have no formal relations at present , so I am afraid the pleasantries stop here . ""
",NNS, singular
"Grace wrote the numbers down for both and went to get her cell phone out of her purse .
",NNS, The number of the object of the sentence is singular.
"Walter flicked his cigarette into the water , and it hissed as he put his face into his hands .
",NN, singular
"Reid unlocked the estate and threw the keys at me .
",NN," The number of the object of the sentence ""Reid unlocked the estate and threw the keys at me"" is plural."
"Chapter 7 Present Day Meg I quickly ran down the hallways .
",NNS," The number of the object of the sentence ""Chapter 7 Present Day Meg I quickly ran down the hallways."" is singular."
""" And the coffee maker of course .
",NN," The number of the object of the sentence ""And the coffee maker of course."" is singular."
"After he backed onto the street , Niles searched along the row of hedges but didn 't see her .
",NN, The number of the object of the sentence is singular.
"Outside the high wall she caught a brief glimpse of something moving .
",NN, The number of the object of the sentence is singular.
"The gods suppressed the limo 's mean intelligence , kept it from asking what the problem was .
",NN, The number of the object of the sentence is singular.
"She fondled her pistol and decided to play one more hand with Paul .
",NN, The number of the object of the sentence is singular.
"He probably saw ghosts everywhere .
",NNS," The number of the object of the sentence ""He probably saw ghosts everywhere. "" is singular."
"A huge wall of fire filled a wide chasm in the rock and rose into the air as far as I could see .
",NN, The number of the object of the sentence is singular.
"Right after I find the fabled iron mines in the Eastern Shield . ""
",NNS, The number of the object of the sentence is singular.
""" Yummy kinds that crunch . ""
",NN," The number of the object of the sentence "" Yummy kinds that crunch . "" is singular ."
"Around him , other groups of birds hauled cargo from the truck .
",NN," The number of the object of the sentence ""Around him , other groups of birds hauled cargo from the truck ."" is plural."
""" No I won 't , just use your vines to keep the mouth open ! ""
",NNS," The number of the object of the sentence ""No I won 't , just use your vines to keep the mouth open !"" is singular."
"I had some candles in my pockets which we put in the body .
",NNS," The number of the object of the sentence ""I had some candles in my pockets which we put in the body."" is plural."
"Genevieve and Riley took their backpacks into the family room .
",NNS, The number of the object of the sentence is plural.
""" He had dark hair streaked with gray .
",NNS, The number of the object of the sentence is singular.
"I need an update on his condition right now .
",NN," The number of the object of the sentence ""I need an update on his condition right now"" is singular."
"Jam had no solace left to hide in .
",NN," The number of the object of the sentence ""Jam had no solace left to hide in .
"" is singular."
"Despite all this , I felt Baruch 's resistance .
",NN, singular
"She checked Morgan 's condition periodically to make sure he was still okay .
",NN, singular
"Budda didn 't often order Blood Mama away , and the surprise of it left her at a loss for words .
",NN, The number of the object of the sentence is singular.
"Vampires generally don 't use hidden blades . ""
",NNS," The number of the object of the sentence ""Vampires generally don't use hidden blades."" is singular."
"So had a dragon .
",NN," The number of the object of the sentence ""So had a dragon."" is singular."
""" These will prevent dizziness and fainting spells . ""
",NNS," The number of the object of the sentence ""These will prevent dizziness and fainting spells."" is singular."
"The cool rush of the shower washed away the remains of the potato truck , leaving only the glaring unasked question .
",NNS, The number of the object of the sentence is singular.
"When Jasmine glanced up , she expected a stern scolding , or at least a disgusted huff .
",NN, The number of the object of the sentence is singular.
"As unnerving as it was on a lot of levels , he got definite brownie points for how involved he 'd been in Bradley 's care .
",NNS, singular
"' Forest fires and things ! '
",NNS," This sentence is difficult to parse because of the lack of punctuation, but I would interpret it as meaning that there is more than one forest fire, making the number plural."
"Turning his head to the left , he observed a large plant in the distance with gigantic leaves .
",NN, The number of the object of the sentence is singular.
"And if you 're coming along with me , who 'll watch the dogs ? ""
",NNS," The number of the object of the sentence ""And if you 're coming along with me , who 'll watch the dogs ?"" is plural."
"Possibly might suggest fluctuating health issues such as allergies or weight gain 11 Balance , harmony , equity , integrity , fairness .
",NNS," The number of the object of the sentence ""Possibly might suggest fluctuating health issues such as allergies or weight gain 11 Balance , harmony , equity , integrity , fairness ."" is singular."
""" Or some whipped cream , right here . ""
",NN," The number of the object of the sentence ""Or some whipped cream , right here . "" is singular."
"They finally reached the streetlights that lit the sidewalks and roads .
",NNS," The number of the object of the sentence ""They finally reached the streetlights that lit the sidewalks and roads"" is plural."
"She set her alarm clock and said , "" If I 'm lucky , I 'll get four hours of sleep .
",NN," The number of the object of the sentence ""She set her alarm clock and said , "" If I 'm lucky , I 'll get four hours of sleep .
"" is singular."
""" You must choose one medallion , Sam . ""
",NN," The number of the object of the sentence ""You must choose one medallion, Sam."" is singular."
"He removed two dinner plates from her cupboard and set them on the table .
",NNS, The number of the object of the sentence is plural.
"Everything that could quiver in her body did quiver at the way he said the words .
",NN, singular
""" He is holding a fashion festival at his mansion . ""
",NN, The number of the object of the sentence is singular.
"As he turned he saw two more identical figures coming in from the other fire door .
",NNS," The number of the object of the sentence ""As he turned he saw two more identical figures coming in from the other fire door"" is plural."
"He had a long-standing tradition of messing with Leif 's head , as if they were playing a life-sized chess match .
",NN, The number of the object of the sentence is singular.
"He had not possessed the capacity .
",NN," The number of the object of the sentence ""He had not possessed the capacity"" is singular."
"' Oh gods , not one of the daughters ? '
",NNS," The number of the object of the sentence ""' Oh gods , not one of the daughters ? '
"" is singular."
"Her appearance , though , contradicted her fiery personality .
",NN, singular
""" You can look up my medical records from Jefferson Hospital . ""
",NNS," The number of the object of the sentence ""You can look up my medical records from Jefferson Hospital."" is singular."
""" Kids love mixed tapes .
",NNS," The number of the object of the sentence ""Kids love mixed tapes."" is plural."
"I have a lease . ""
",NN," The number of the object of the sentence ""I have a lease"" is singular."
"Even speaking to me like this in public could damage your reputation . ""
",NN," The number of the object of the sentence ""Even speaking to me like this in public could damage your reputation"" is singular."
"After about ten minutes , we have twenty cartons of petrol loaded into the seven seater , hidden under the blankets and bags in the boot .
",NNS, The number of the object of the sentence is plural.
"So he ignored the impulse and got back to work .
",NN, The number of the object of the sentence is singular.
"With the gun in his hand , Seth grabbed the briefcase as well .
",NN," The number of the object of the sentence ""With the gun in his hand , Seth grabbed the briefcase as well .
"" is singular."
"I have my folks , some brothers and sisters , and a bunch of nieces and nephews and cousins .
",NNS," The number of the object of the sentence ""I have my folks , some brothers and sisters , and a bunch of nieces and nephews and cousins ."" is plural."
"He scooped up the arrows and stained bedding and pitched them outside .
",NNS, The number of the object of the sentence is plural.
"I made your favorite dishes -- minestrone , rigatoni , and fresh panini . ""
",NNS, The number of the object of the sentence is plural.
"I dance nimbly out of his reach .
",NN, singular
"You 've seen the set-up .
",NN," The number of the object of the sentence ""You 've seen the set-up .
"" is singular."
""" I 've got a compass that tells us what we already know -- we 're headed south .
",NNS, The number of the object of the sentence is singular.
"She made a silent appraisal of him .
",NN," The number of the object of the sentence ""She made a silent appraisal of him"" is singular."
"I could feel my muscles tensing .
",NN, singular
"I drove down the country highway , toward the beach and the wharf , puzzling this out .
",NN, singular
""" My parents had considerable resources .
",NNS," The number of the object of the sentence ""My parents had considerable resources"" is plural."
"I had been expecting wires , smallish motherboard looking things , and , well , more wires .
",NNS," The number of the object of the sentence ""I had been expecting wires , smallish motherboard looking things , and , well , more wires ."" is plural."
